block,time_s,raw_az_N,raw_az_S,raw_az_E,raw_az_W,raw_el_N,raw_el_S,raw_el_E,raw_el_W,smooth_az_N,smooth_az_S,smooth_az_E,smooth_az_W,smooth_el_N,smooth_el_S,smooth_el_E,smooth_el_W,centroid_x_m,centroid_y_m,dist_N_m,dist_S_m,dist_E_m,dist_W_m,mean_dist_m
121,69.100,-126.0,-153.0,-159.0,-137.0,18.0,19.0,19.0,15.0,-124.6,-152.6,-158.8,-135.4,18.3,19.1,19.1,14.9,-224.732,-703.939,643.818,585.827,646.999,599.947,619.148
122,69.200,-126.0,-154.0,-160.0,-137.0,18.0,19.0,18.0,15.0,-124.9,-152.9,-159.1,-135.8,18.3,19.0,18.9,14.8,-222.362,-709.031,647.070,588.962,650.122,603.299,622.363
123,69.300,-126.0,-155.0,-160.0,-140.0,18.0,19.0,19.0,14.0,-125.4,-153.2,-159.2,-136.4,18.4,19.0,18.9,14.7,-218.004,-710.257,646.966,588.768,649.868,603.352,622.238
124,69.400,-126.0,-155.0,-160.0,-140.0,18.0,19.0,18.0,14.0,-125.8,-153.5,-159.3,-137.0,18.4,19.0,18.8,14.7,-214.281,-712.492,647.789,589.499,650.550,604.315,623.038
125,69.500,-127.0,-158.0,-160.0,-140.0,18.0,19.0,19.0,14.0,-125.8,-154.0,-159.4,-137.6,18.4,19.0,18.8,14.7,-210.827,-713.601,647.841,589.481,650.482,604.494,623.074
126,69.600,-127.0,-156.0,-161.0,-140.0,19.0,19.0,19.0,14.0,-125.9,-154.3,-159.6,-138.2,18.5,19.0,18.8,14.6,-207.357,-714.638,647.850,589.421,650.370,604.631,623.068
127,69.700,-130.0,-158.0,-163.0,-140.0,19.0,19.0,19.0,14.0,-126.5,-154.8,-160.0,-138.5,18.5,19.0,18.8,14.5,-202.280,-717.178,648.662,590.123,650.996,605.636,623.854
128,69.800,-130.0,-158.0,-163.0,-140.0,19.0,19.0,19.0,14.0,-126.8,-155.3,-160.4,-138.8,18.4,19.0,18.8,14.4,-198.296,-720.555,650.374,591.732,652.549,607.505,625.540
129,69.900,-130.0,-158.0,-161.0,-141.0,19.0,18.0,20.0,13.0,-127.4,-155.8,-160.6,-139.2,18.4,18.9,18.9,14.2,-193.608,-723.749,651.826,593.076,653.822,609.139,626.966
130,70.000,-130.0,-158.0,-161.0,-141.0,19.0,19.0,20.0,14.0,-127.8,-156.3,-160.8,-139.6,18.5,18.9,19.0,14.1,-188.828,-723.890,650.963,592.147,652.805,608.456,626.092
131,70.100,-130.0,-158.0,-163.0,-141.0,19.0,19.0,19.0,14.0,-128.2,-156.8,-161.2,-140.0,18.6,18.9,19.0,14.0,-183.824,-725.284,651.035,592.136,652.705,608.722,626.150
132,70.200,-130.0,-159.0,-163.0,-143.0,19.0,19.0,19.0,14.0,-128.6,-157.3,-161.5,-140.6,18.7,18.9,19.1,13.9,-178.117,-725.663,650.227,591.251,651.709,608.133,625.330
133,70.300,-130.0,-159.0,-163.0,-143.0,19.0,19.0,19.0,14.0,-129.0,-157.7,-161.8,-140.9,18.8,18.9,19.1,13.9,-173.770,-725.675,649.422,590.394,650.764,607.496,624.519
134,70.400,-130.0,-159.0,-163.0,-143.0,20.0,19.0,19.0,14.0,-129.4,-158.1,-162.1,-141.2,19.0,18.9,19.2,13.9,-168.948,-723.651,646.990,587.929,648.192,605.249,622.090
135,70.500,-130.0,-159.0,-166.0,-145.0,19.0,19.0,20.0,15.0,-129.7,-158.2,-162.7,-141.7,19.1,18.9,19.3,14.0,-163.675,-721.701,644.555,585.457,645.601,603.019,619.658
136,70.600,-131.0,-160.0,-165.0,-146.0,18.0,18.0,18.0,14.0,-130.1,-158.6,-163.1,-142.3,19.0,18.8,19.2,14.0,-158.920,-725.809,646.888,587.692,647.747,605.552,621.970
137,70.700,-133.0,-160.0,-165.0,-146.0,20.0,18.0,18.0,14.0,-130.4,-158.8,-163.3,-142.9,19.1,18.7,19.1,14.0,-155.376,-727.560,647.641,588.388,648.370,606.450,622.712
138,70.800,-133.0,-160.0,-166.0,-147.0,20.0,19.0,19.0,15.0,-130.7,-159.0,-163.6,-143.6,19.2,18.7,19.1,14.1,-150.472,-726.431,645.969,586.680,646.546,604.977,621.043
139,70.900,-133.0,-160.0,-166.0,-147.0,20.0,19.0,19.0,15.0,-131.0,-159.2,-164.1,-144.2,19.3,18.8,19.0,14.3,-145.234,-724.511,643.658,584.342,644.077,602.880,618.739
140,71.000,-133.0,-161.0,-166.0,-147.0,20.0,20.0,19.0,15.0,-131.3,-159.5,-164.6,-144.8,19.4,18.9,18.9,14.4,-139.913,-723.731,642.240,582.885,642.489,601.684,617.324
141,71.100,-133.0,-161.0,-167.0,-147.0,20.0,20.0,20.0,15.0,-131.6,-159.8,-165.0,-145.4,19.5,19.0,19.0,14.5,-134.313,-720.713,639.080,579.711,639.164,598.758,614.178
142,71.200,-131.0,-161.0,-168.0,-148.0,19.0,20.0,20.0,14.0,-131.7,-160.0,-165.5,-145.9,19.5,19.1,19.1,14.5,-129.853,-719.587,637.571,578.179,637.514,597.440,612.676
143,71.300,-135.0,-163.0,-168.0,-149.0,20.0,19.0,20.0,14.0,-132.2,-160.4,-166.0,-146.5,19.6,19.1,19.2,14.5,-123.482,-718.641,635.963,576.533,635.699,596.108,611.076
144,71.400,-137.0,-163.0,-168.0,-149.0,19.0,20.0,20.0,14.0,-132.9,-160.8,-166.5,-147.1,19.5,19.2,19.3,14.5,-116.504,-718.700,635.097,575.620,634.598,595.550,610.216
145,71.500,-137.0,-163.0,-168.0,-149.0,19.0,19.0,20.0,14.0,-133.6,-161.2,-166.7,-147.5,19.5,19.2,19.3,14.4,-111.557,-720.412,635.811,576.286,635.135,596.484,610.929
146,71.600,-137.0,-163.0,-170.0,-152.0,19.0,19.0,19.0,15.0,-134.2,-161.5,-167.2,-148.1,19.6,19.3,19.4,14.5,-104.954,-717.364,632.665,573.135,631.784,593.636,607.805
147,71.700,-137.0,-164.0,-171.0,-152.0,19.0,19.0,20.0,14.0,-134.6,-161.9,-167.8,-148.7,19.5,19.4,19.6,14.5,-98.343,-716.291,631.095,571.545,629.996,592.369,606.251
148,71.800,-137.0,-164.0,-172.0,-152.0,19.0,19.0,19.0,14.0,-135.0,-162.3,-168.4,-149.2,19.4,19.4,19.6,14.4,-92.768,-719.089,632.689,573.087,631.385,594.218,607.845
149,71.900,-137.0,-164.0,-172.0,-152.0,19.0,19.0,19.0,15.0,-135.4,-162.7,-169.0,-149.7,19.3,19.4,19.6,14.4,-87.094,-720.798,633.463,573.825,631.958,595.254,608.625
150,72.000,-139.0,-166.0,-171.0,-152.0,20.0,20.0,20.0,14.0,-136.0,-163.2,-169.5,-150.2,19.3,19.4,19.7,14.3,-80.654,-721.549,633.460,573.796,631.732,595.551,608.635
151,72.100,-140.0,-166.0,-172.0,-152.0,19.0,20.0,20.0,14.0,-136.7,-163.7,-170.0,-150.7,19.2,19.4,19.7,14.2,-74.111,-724.234,635.005,575.302,633.043,597.401,610.188
152,72.200,-140.0,-166.0,-173.0,-152.0,19.0,19.0,19.0,15.0,-137.6,-164.2,-170.5,-151.1,19.2,19.3,19.6,14.3,-67.493,-725.596,635.559,575.835,633.368,598.268,610.757
153,72.300,-140.0,-166.0,-173.0,-154.0,20.0,19.0,19.0,15.0,-138.1,-164.5,-171.0,-151.6,19.2,19.3,19.5,14.4,-62.180,-725.995,635.497,575.766,633.123,598.460,610.712
154,72.400,-142.0,-167.0,-177.0,-154.0,19.0,20.0,19.0,15.0,-138.6,-164.9,-171.9,-152.1,19.2,19.3,19.4,14.5,-55.341,-726.621,635.550,575.813,632.942,598.843,610.787
155,72.500,-142.0,-168.0,-177.0,-154.0,19.0,19.0,19.0,15.0,-139.1,-165.4,-172.8,-152.6,19.2,19.3,19.3,14.6,-48.200,-727.233,635.627,575.891,632.775,599.269,610.890
156,72.600,-142.0,-168.0,-176.0,-156.0,19.0,19.0,19.0,14.0,-139.6,-165.9,-173.4,-153.0,19.2,19.3,19.3,14.5,-42.156,-728.669,636.456,576.717,633.395,600.391,611.740
157,72.700,-142.0,-168.0,-177.0,-156.0,19.0,20.0,19.0,14.0,-140.1,-166.3,-174.0,-153.4,19.2,19.4,19.2,14.5,-36.412,-729.177,636.610,576.879,633.353,600.828,611.917
158,72.800,-142.0,-170.0,-177.0,-158.0,19.0,19.0,19.0,15.0,-140.6,-166.9,-174.5,-154.0,19.2,19.4,19.2,14.6,-29.777,-728.410,635.768,576.065,632.289,600.324,611.112
159,72.900,-142.0,-170.0,-177.0,-158.0,19.0,19.0,19.0,15.0,-141.1,-167.5,-175.0,-154.6,19.2,19.4,19.2,14.6,-23.133,-728.619,635.742,576.062,632.037,600.633,611.118
160,73.000,-144.0,-170.0,-177.0,-158.0,19.0,19.0,19.0,15.0,-141.6,-167.9,-175.6,-155.2,19.1,19.3,19.1,14.7,-16.874,-730.642,637.194,577.523,633.274,602.393,612.596
161,73.100,-144.0,-170.0,-177.0,-158.0,19.0,19.0,19.0,15.0,-142.0,-168.3,-176.1,-155.8,19.1,19.2,19.0,14.8,-11.294,-731.659,637.908,578.257,633.798,603.388,613.338
162,73.200,-144.0,-171.0,-179.0,-160.0,19.0,20.0,20.0,14.0,-142.4,-168.8,-176.7,-156.6,19.1,19.3,19.1,14.7,-4.061,-730.731,637.119,577.519,632.766,602.978,612.595
163,73.300,-144.0,-171.0,-179.0,-160.0,19.0,20.0,20.0,14.0,-142.8,-169.3,-177.3,-157.2,19.0,19.4,19.2,14.6,2.638,-730.785,637.156,577.599,632.578,603.363,612.674
164,73.400,-146.0,-171.0,-179.0,-160.0,19.0,20.0,20.0,15.0,-143.2,-169.7,-177.5,-157.8,19.0,19.4,19.3,14.6,7.546,-729.551,636.214,576.705,631.472,602.687,611.769
165,73.500,-146.0,-171.0,179.0,-160.0,20.0,20.0,19.0,15.0,-143.6,-170.0,-141.9,-158.4,19.1,19.5,19.3,14.6,-92.109,-686.773,607.519,548.266,606.371,569.127,582.821
166,73.600,-145.0,-172.0,179.0,-160.0,20.0,20.0,19.0,15.0,-143.9,-170.4,-106.4,-158.8,19.2,19.6,19.3,14.7,-149.529,-590.444,542.557,485.288,544.299,501.499,518.411
167,73.700,-147.0,-172.0,179.0,-161.0,20.0,20.0,21.0,15.0,-144.4,-170.8,-70.8,-159.3,19.3,19.6,19.5,14.8,-138.853,-477.341,457.689,403.137,460.333,417.411,434.643
168,73.800,-147.0,-173.0,178.0,-164.0,20.0,20.0,19.0,15.0,-144.9,-171.1,-35.3,-159.9,19.4,19.7,19.5,14.8,-67.321,-388.447,382.803,330.794,383.008,348.208,361.203
169,73.900,-147.0,-173.0,178.0,-164.0,20.0,19.0,19.0,15.0,-145.4,-171.4,0.2,-160.5,19.5,19.7,19.5,14.8,41.739,-355.859,357.752,308.426,351.829,333.999,338.001
170,74.000,-148.0,-175.0,177.0,-164.0,20.0,20.0,20.0,15.0,-145.8,-171.9,35.6,-161.1,19.6,19.8,19.6,14.8,148.715,-390.204,399.547,352.165,388.044,384.476,381.058
171,74.100,-148.0,-175.0,177.0,-165.0,21.0,20.0,20.0,15.0,-146.2,-172.4,71.0,-161.8,19.8,19.9,19.7,14.8,215.426,-476.077,476.883,428.186,463.429,463.163,457.915
172,74.200,-148.0,-175.0,176.0,-167.0,20.0,20.0,20.0,15.0,-146.6,-172.8,106.5,-162.5,19.9,19.9,19.7,14.9,219.843,-582.460,553.095,500.756,540.505,535.499,532.464
173,74.300,-150.0,-176.0,175.0,-167.0,20.0,20.0,19.0,15.0,-147.2,-173.3,141.9,-163.2,20.0,19.9,19.6,15.0,162.972,-669.341,604.468,548.364,594.371,580.788,581.998
174,74.400,-150.0,-176.0,174.0,-167.0,20.0,20.0,20.0,15.0,-147.6,-173.8,177.2,-163.9,20.1,19.9,19.6,15.0,65.222,-703.975,618.504,559.901,611.803,588.394,594.650
175,74.500,-150.0,-176.0,174.0,-167.0,20.0,20.0,20.0,15.0,-148.0,-174.3,176.7,-164.6,20.1,19.9,19.7,15.0,71.333,-702.237,617.616,559.124,610.704,587.878,593.830
176,74.600,-152.0,-177.0,174.0,-168.0,21.0,21.0,20.0,15.0,-148.7,-174.8,176.2,-165.4,20.2,20.0,19.8,15.0,78.358,-698.519,615.311,556.975,608.154,586.028,591.617
177,74.700,-152.0,-178.0,174.0,-168.0,21.0,20.0,20.0,15.0,-149.2,-175.4,175.7,-166.1,20.3,20.0,19.7,15.0,84.886,-697.772,615.329,557.111,607.949,586.437,591.707
178,74.800,-153.0,-178.0,174.0,-168.0,21.0,20.0,20.0,15.0,-149.8,-175.9,175.3,-166.5,20.4,20.0,19.8,15.0,90.082,-695.118,613.780,555.686,606.218,585.229,590.228
179,74.900,-153.0,-179.0,174.0,-171.0,21.0,20.0,20.0,15.0,-150.4,-176.5,174.9,-167.2,20.5,20.1,19.9,15.0,96.353,-691.388,611.547,553.615,603.763,583.422,588.087
180,75.000,-154.0,-179.0,174.0,-170.0,21.0,20.0,20.0,16.0,-151.0,-176.9,174.6,-167.8,20.6,20.1,19.9,15.1,101.307,-688.607,609.949,552.147,601.989,582.160,586.561
181,75.100,-156.0,-179.0,173.0,-170.0,21.0,20.0,20.0,16.0,-151.8,-177.3,174.2,-168.3,20.6,20.1,19.9,15.2,106.986,-686.538,609.021,551.358,600.862,581.604,585.711
182,75.200,-156.0,-179.0,171.0,-171.0,21.0,20.0,21.0,15.0,-152.6,-177.7,173.7,-168.7,20.7,20.1,20.0,15.2,112.598,-683.600,607.454,549.945,599.096,580.422,584.229
183,75.300,-157.0,179.0,170.0,-172.0,20.0,19.0,20.0,15.0,-153.3,-142.2,173.2,-169.2,20.7,20.0,20.1,15.2,24.393,-660.565,582.602,524.010,577.321,550.623,558.639
184,75.400,-158.0,178.0,170.0,-172.0,20.0,20.0,20.0,15.0,-154.1,-106.8,172.8,-169.7,20.7,20.0,20.1,15.2,-33.853,-587.641,526.718,468.787,523.854,491.945,502.826
185,75.500,-157.0,177.0,170.0,-172.0,21.0,20.0,20.0,15.0,-154.8,-71.5,172.4,-170.2,20.8,20.0,20.1,15.2,-39.674,-490.802,454.052,398.206,451.939,419.910,431.027
186,75.600,-157.0,177.0,170.0,-174.0,21.0,20.0,20.0,15.0,-155.3,-36.1,172.0,-170.8,20.8,19.9,20.1,15.2,10.565,-405.617,390.926,338.409,386.670,362.458,369.616
187,75.700,-159.0,176.0,169.0,-174.0,21.0,20.0,20.0,15.0,-156.0,-0.7,171.5,-171.4,20.8,19.9,20.1,15.2,102.147,-363.088,370.891,323.132,361.554,352.820,352.099
188,75.800,-160.0,176.0,169.0,-174.0,21.0,20.0,20.0,15.0,-156.7,34.7,171.0,-172.0,20.8,19.9,20.1,15.2,201.448,-378.470,407.712,363.658,393.733,398.056,390.790
189,75.900,-159.0,174.0,167.0,-176.0,22.0,20.0,21.0,15.0,-157.3,70.0,170.3,-172.5,20.9,19.9,20.2,15.2,273.115,-443.660,475.899,431.558,460.060,468.188,458.926
190,76.000,-158.0,174.0,167.0,-176.0,20.0,20.0,21.0,15.0,-157.7,105.3,169.6,-173.1,20.8,19.9,20.3,15.1,293.807,-537.733,545.764,497.946,530.406,534.884,527.250
191,76.100,-161.0,174.0,165.0,-176.0,21.0,20.0,20.0,15.0,-158.2,140.6,168.8,-173.7,20.8,19.9,20.3,15.0,257.638,-623.324,593.431,541.319,580.022,576.950,572.930
192,76.200,-162.0,174.0,165.0,-178.0,21.0,20.0,20.0,15.0,-158.8,175.9,168.2,-174.4,20.8,19.9,20.2,15.0,179.364,-668.616,607.123,551.473,596.491,584.471,584.889
193,76.300,-162.0,173.0,165.0,-179.0,21.0,20.0,20.0,16.0,-159.3,175.3,167.7,-175.1,20.9,20.0,20.2,15.1,184.874,-664.195,604.937,549.525,594.101,582.730,582.823
194,76.400,-163.0,170.0,163.0,-179.0,21.0,20.0,20.0,16.0,-159.8,174.5,167.0,-175.8,21.0,20.0,20.2,15.2,191.615,-660.307,603.470,548.328,592.394,581.777,581.492
195,76.500,-163.0,172.0,163.0,-179.0,22.0,20.0,20.0,16.0,-160.4,174.0,166.3,-176.5,21.1,20.0,20.2,15.3,197.753,-656.439,601.946,547.063,590.648,580.733,580.098
196,76.600,-165.0,170.0,163.0,179.0,21.0,20.0,20.0,15.0,-161.2,173.3,165.6,-141.2,21.1,20.0,20.2,15.3,100.084,-665.185,591.726,534.234,583.737,564.247,568.486
197,76.700,-165.0,170.0,160.0,179.0,21.0,20.0,20.0,15.0,-161.8,172.7,164.7,-105.9,21.1,20.0,20.2,15.3,15.197,-611.934,544.765,486.765,539.869,512.775,521.043
198,76.800,-166.0,169.0,160.0,179.0,21.0,20.0,20.0,15.0,-162.4,172.0,163.8,-70.6,21.1,20.0,20.2,15.3,-23.152,-515.416,471.611,415.183,468.598,438.297,448.422
199,76.900,-166.0,169.0,160.0,177.0,20.0,20.0,20.0,15.0,-163.1,171.5,163.1,-35.3,20.9,20.0,20.1,15.3,1.182,-413.113,396.173,343.212,392.399,366.681,374.616
200,77.000,-167.0,167.0,160.0,177.0,20.0,19.0,20.0,15.0,-164.0,170.8,162.4,0.0,20.9,19.9,20.0,15.3,81.927,-339.209,351.417,304.444,343.110,332.583,332.889
201,77.100,-167.0,167.0,159.0,177.0,20.0,19.0,20.0,14.0,-164.6,170.1,161.8,35.3,20.8,19.8,20.0,15.2,190.493,-321.069,368.433,328.138,354.271,361.663,353.126
202,77.200,-169.0,166.0,159.0,175.0,20.0,20.0,20.0,14.0,-165.3,169.3,161.2,70.6,20.7,19.8,20.0,15.1,291.211,-365.114,435.902,397.646,418.451,434.389,421.597
203,77.300,-170.0,165.0,161.0,175.0,19.0,20.0,19.0,14.0,-166.1,168.5,160.8,106.0,20.5,19.8,19.9,14.9,350.094,-458.130,518.270,476.920,500.374,515.048,502.653
204,77.400,-169.0,165.0,159.0,173.0,20.0,20.0,20.0,13.0,-166.7,168.0,160.4,141.2,20.4,19.8,19.9,14.6,344.915,-564.444,583.619,536.944,567.162,574.826,565.638
205,77.500,-170.0,165.0,159.0,173.0,21.0,20.0,20.0,13.0,-167.4,167.3,160.0,176.4,20.3,19.8,19.9,14.3,279.548,-646.721,616.979,565.026,603.151,601.094,596.562
206,77.600,-169.0,164.0,156.0,173.0,20.0,21.0,20.0,13.0,-167.8,166.7,159.3,175.8,20.2,19.9,19.9,14.1,287.017,-645.707,618.621,566.963,604.575,603.220,598.345
207,77.700,-171.0,163.0,156.0,173.0,20.0,21.0,20.0,13.0,-168.4,166.0,158.9,175.2,20.1,20.0,19.9,13.9,294.403,-644.580,620.215,568.855,605.954,605.295,600.080
208,77.800,-172.0,163.0,156.0,173.0,19.0,21.0,20.0,14.0,-169.0,165.4,158.5,174.6,19.9,20.1,19.9,13.8,301.447,-643.330,621.664,570.597,607.198,607.208,601.667
209,77.900,-171.0,163.0,155.0,171.0,20.0,20.0,20.0,14.0,-169.5,164.8,158.0,174.0,19.9,20.1,19.9,13.7,307.887,-641.290,622.402,571.632,607.743,608.400,602.544
210,78.000,-173.0,163.0,155.0,170.0,20.0,20.0,19.0,15.0,-170.1,164.4,157.5,173.3,19.9,20.2,19.8,13.7,313.768,-638.296,622.324,571.861,607.480,608.775,602.610
211,78.100,-173.0,162.0,155.0,168.0,19.0,21.0,19.0,14.0,-170.7,163.9,157.1,172.4,19.8,20.4,19.7,13.7,320.324,-634.925,622.271,572.156,607.219,609.229,602.719
212,78.200,-174.0,161.0,153.0,168.0,19.0,21.0,20.0,14.0,-171.2,163.4,156.5,171.7,19.7,20.5,19.7,13.7,326.577,-631.591,622.195,572.419,606.946,609.642,602.800
213,78.300,-174.0,161.0,153.0,168.0,19.0,21.0,20.0,14.0,-171.6,163.0,155.7,171.0,19.7,20.6,19.8,13.7,331.961,-626.532,620.659,571.249,605.218,608.607,601.433
214,78.400,-173.0,160.0,151.0,168.0,19.0,20.0,19.0,14.0,-172.0,162.5,154.9,170.5,19.6,20.6,19.7,13.8,337.994,-624.130,621.252,572.154,605.632,609.645,602.171
215,78.500,-176.0,159.0,153.0,166.0,19.0,21.0,20.0,13.0,-172.6,161.9,154.3,169.8,19.4,20.7,19.7,13.8,345.178,-621.129,621.922,573.204,606.089,610.849,603.016
216,78.600,-176.0,158.0,151.0,166.0,19.0,21.0,20.0,13.0,-173.3,161.3,153.8,169.1,19.3,20.7,19.7,13.8,352.084,-617.940,622.424,574.085,606.383,611.874,603.692
217,78.700,-177.0,158.0,151.0,166.0,19.0,21.0,20.0,13.0,-173.9,160.8,153.3,168.4,19.2,20.7,19.7,13.8,358.492,-614.975,622.940,574.958,606.710,612.877,604.372
218,78.800,-178.0,157.0,151.0,165.0,19.0,21.0,20.0,14.0,-174.5,160.2,152.8,167.6,19.2,20.7,19.7,13.8,364.778,-610.840,622.677,575.091,606.248,613.139,604.289
219,78.900,-178.0,157.0,151.0,164.0,18.0,21.0,18.0,12.0,-175.2,159.6,152.4,166.9,19.0,20.8,19.5,13.6,373.968,-611.266,626.721,579.490,610.077,617.692,608.495
220,79.000,-178.0,157.0,151.0,163.0,18.0,21.0,18.0,13.0,-175.7,159.0,152.0,166.2,18.8,20.9,19.4,13.4,382.324,-611.110,630.095,583.207,613.254,621.545,612.025
221,79.100,-179.0,157.0,148.0,162.0,19.0,21.0,20.0,12.0,-176.3,158.5,151.3,165.6,18.8,20.9,19.5,13.2,389.473,-607.838,630.954,584.475,613.912,622.938,613.070
222,79.200,-179.0,155.0,149.0,160.0,18.0,20.0,20.0,13.0,-176.8,157.9,150.9,164.8,18.7,20.8,19.5,13.1,396.995,-606.044,633.010,586.904,615.778,625.487,615.295
223,79.300,-179.0,154.0,146.0,160.0,18.0,20.0,20.0,13.0,-177.3,157.2,150.2,164.0,18.6,20.7,19.5,13.0,405.598,-603.587,635.170,589.508,617.719,628.224,617.655
224,79.400,-180.0,154.0,145.0,160.0,18.0,18.0,20.0,13.0,-178.0,156.6,149.6,163.2,18.5,20.5,19.6,12.9,414.074,-600.672,637.057,591.853,619.388,630.696,619.748
225,79.500,179.0,154.0,145.0,160.0,19.0,19.0,20.0,13.0,-142.5,156.1,148.8,162.6,18.5,20.3,19.6,12.9,318.974,-641.999,626.749,576.373,611.804,613.379,607.076
226,79.600,179.0,153.0,144.0,160.0,19.0,20.0,21.0,13.0,-107.0,155.6,148.1,162.0,18.5,20.2,19.7,12.9,216.332,-615.052,575.847,522.503,563.646,556.976,554.743
227,79.700,179.0,154.0,143.0,159.0,19.0,19.0,21.0,15.0,-71.4,155.2,147.3,161.3,18.5,20.0,19.8,13.1,145.937,-528.411,496.057,442.706,485.720,474.965,474.862
228,79.800,178.0,151.0,145.0,159.0,18.0,19.0,19.0,12.0,-35.8,154.6,146.7,160.7,18.4,19.8,19.7,12.9,139.985,-419.189,417.099,367.772,406.239,399.782,397.723
229,79.900,178.0,151.0,145.0,157.0,19.0,19.0,20.0,14.0,-0.2,154.0,146.1,160.0,18.5,19.6,19.9,13.1,197.028,-317.284,368.563,328.963,354.060,362.683,353.567
