block,time_s,raw_az_N,raw_az_S,raw_az_E,raw_az_W,raw_el_N,raw_el_S,raw_el_E,raw_el_W,smooth_az_N,smooth_az_S,smooth_az_E,smooth_az_W,smooth_el_N,smooth_el_S,smooth_el_E,smooth_el_W,local_x_m,local_y_m,rms_m,dist_N_m,dist_S_m,dist_E_m,dist_W_m
186,75.600,-157.0,177.0,170.0,-174.0,21.0,20.0,20.0,15.0,-157.0,106.4,170.2,-172.2,20.6,19.8,20.2,15.0,-10.667,-52.089,27.819,44.443,21.326,51.556,30.164
187,75.700,-159.0,176.0,169.0,-174.0,21.0,20.0,20.0,15.0,-157.6,177.4,169.8,-172.8,20.6,19.8,20.0,15.0,-0.019,47.886,20.022,39.642,102.871,51.712,85.541
188,75.800,-160.0,176.0,169.0,-174.0,21.0,20.0,20.0,15.0,-158.2,176.8,169.6,-173.2,20.8,20.0,20.0,15.0,-0.720,47.379,20.232,39.226,102.427,51.641,84.907
189,75.900,-159.0,174.0,167.0,-176.0,22.0,20.0,21.0,15.0,-158.4,176.0,169.0,-174.0,21.2,20.0,20.2,15.0,-1.873,45.034,20.544,37.313,100.453,50.488,82.742
190,76.000,-158.0,174.0,167.0,-176.0,20.0,20.0,21.0,15.0,-158.6,175.4,168.4,-174.8,21.0,20.0,20.4,15.0,-2.870,42.637,20.858,35.377,98.447,49.293,80.595
191,76.100,-161.0,174.0,165.0,-176.0,21.0,20.0,20.0,15.0,-159.4,174.8,167.4,-175.2,21.0,20.0,20.4,15.0,-3.694,43.502,20.842,36.143,99.149,50.271,80.943
192,76.200,-162.0,174.0,165.0,-178.0,21.0,20.0,20.0,15.0,-160.0,174.4,166.6,-176.0,21.0,20.0,20.4,15.0,-4.572,42.974,21.027,35.778,98.703,50.337,80.236
193,76.300,-162.0,173.0,165.0,-179.0,21.0,20.0,20.0,16.0,-160.4,173.8,165.8,-177.0,21.0,20.0,20.4,15.2,-5.628,41.003,21.346,34.265,97.067,49.553,78.386
194,76.400,-163.0,170.0,163.0,-179.0,21.0,20.0,20.0,16.0,-161.2,173.0,165.0,-177.6,20.8,20.0,20.2,15.4,-6.611,40.583,21.502,34.043,96.724,49.785,77.728
195,76.500,-163.0,172.0,163.0,-179.0,22.0,20.0,20.0,16.0,-162.2,172.6,164.2,-178.2,21.2,20.0,20.0,15.6,-7.420,42.128,21.527,35.417,98.010,51.205,78.620
196,76.600,-165.0,170.0,163.0,179.0,21.0,20.0,20.0,15.0,-163.0,171.8,163.8,-107.2,21.2,20.0,20.0,15.6,5.592,-18.470,17.519,15.982,48.734,23.225,47.724
197,76.700,-165.0,170.0,160.0,179.0,21.0,20.0,20.0,15.0,-163.6,171.0,162.8,-35.8,21.2,20.0,20.0,15.6,-4.107,-45.157,25.291,37.581,25.835,43.316,34.429
198,76.800,-166.0,169.0,160.0,179.0,21.0,20.0,20.0,15.0,-164.4,170.2,161.8,35.8,21.2,20.0,20.0,15.4,0.079,0.133,18.820,0.128,63.411,26.103,53.088
199,76.900,-166.0,169.0,160.0,177.0,20.0,20.0,20.0,15.0,-165.0,170.0,161.2,107.0,21.0,20.0,20.0,15.2,4.750,-47.268,20.655,39.875,26.332,40.722,42.310
200,77.000,-167.0,167.0,160.0,177.0,20.0,19.0,20.0,15.0,-165.8,169.0,160.6,178.2,20.6,19.8,20.0,15.0,-11.955,37.407,22.492,32.524,94.238,50.768,73.549
201,77.100,-167.0,167.0,159.0,177.0,20.0,19.0,20.0,14.0,-166.2,168.4,159.8,177.8,20.4,19.6,20.0,14.8,-12.634,36.891,22.523,32.297,93.845,50.863,72.941
202,77.200,-169.0,166.0,159.0,175.0,20.0,20.0,20.0,14.0,-167.0,167.6,159.6,177.0,20.2,19.6,20.0,14.6,-13.306,34.890,22.869,30.930,92.229,50.118,71.195
203,77.300,-170.0,165.0,161.0,175.0,19.0,20.0,19.0,14.0,-167.8,166.8,159.8,176.2,19.8,19.6,19.8,14.4,-13.737,31.886,23.304,28.763,89.775,48.729,68.759
204,77.400,-169.0,165.0,159.0,173.0,20.0,20.0,20.0,13.0,-168.4,166.0,159.6,175.4,19.8,19.6,19.8,14.0,-14.186,28.908,23.648,26.681,87.346,47.457,66.341
205,77.500,-170.0,165.0,159.0,173.0,21.0,20.0,20.0,13.0,-169.0,165.6,159.4,174.6,20.0,19.8,19.8,13.6,-14.473,26.633,23.944,25.119,85.489,46.515,64.517
206,77.600,-169.0,164.0,156.0,173.0,20.0,21.0,20.0,13.0,-169.4,165.0,158.8,173.8,20.0,20.2,19.8,13.4,-14.777,23.560,24.250,23.053,82.978,45.279,62.089
207,77.700,-171.0,163.0,156.0,173.0,20.0,21.0,20.0,13.0,-169.8,164.4,158.2,173.4,20.0,20.4,19.8,13.2,-15.141,22.277,24.389,22.331,81.949,44.964,60.997
208,77.800,-172.0,163.0,156.0,173.0,19.0,21.0,20.0,14.0,-170.2,164.0,157.2,173.0,20.0,20.6,20.0,13.2,-15.700,22.478,24.413,22.733,82.161,45.447,60.957
209,77.900,-171.0,163.0,155.0,171.0,20.0,20.0,20.0,14.0,-170.6,163.6,156.4,172.6,20.0,20.6,20.0,13.4,-16.249,22.801,24.427,23.215,82.475,45.975,61.019
210,78.000,-173.0,163.0,155.0,170.0,20.0,20.0,19.0,15.0,-171.2,163.2,155.6,172.0,19.8,20.6,19.8,13.8,-16.846,22.878,24.491,23.558,82.592,46.431,60.882
211,78.100,-173.0,162.0,155.0,168.0,19.0,21.0,19.0,14.0,-172.0,162.8,155.4,171.0,19.6,20.6,19.6,14.0,-17.070,20.817,24.769,22.327,80.919,45.727,59.240
212,78.200,-174.0,161.0,153.0,168.0,19.0,21.0,20.0,14.0,-172.6,162.4,154.8,170.0,19.4,20.6,19.6,14.2,-17.357,18.937,24.975,21.310,79.403,45.192,57.719
213,78.300,-174.0,161.0,153.0,168.0,19.0,21.0,20.0,14.0,-173.0,162.0,154.2,169.0,19.4,20.6,19.6,14.2,-17.499,16.602,25.180,20.018,77.500,44.437,55.908
214,78.400,-173.0,160.0,151.0,168.0,19.0,20.0,19.0,14.0,-173.4,161.4,153.4,168.4,19.2,20.6,19.4,14.2,-17.854,15.435,25.282,19.589,76.580,44.301,54.907
215,78.500,-176.0,159.0,153.0,166.0,19.0,21.0,20.0,13.0,-174.0,160.6,153.0,167.6,19.0,20.8,19.6,13.8,-17.745,12.062,25.557,17.819,73.801,43.153,52.423
216,78.600,-176.0,158.0,151.0,166.0,19.0,21.0,20.0,13.0,-174.6,159.8,152.2,167.2,19.0,20.8,19.8,13.6,-18.240,11.710,25.629,18.003,73.571,43.438,51.981
217,78.700,-177.0,158.0,151.0,166.0,19.0,21.0,20.0,13.0,-175.2,159.2,151.8,166.8,19.0,20.8,19.8,13.4,-18.464,10.887,25.736,17.805,72.923,43.383,51.286
218,78.800,-178.0,157.0,151.0,165.0,19.0,21.0,20.0,14.0,-176.0,158.4,151.4,166.2,19.0,20.8,19.8,13.4,-18.630,9.394,25.909,17.336,71.721,43.124,50.116
219,78.900,-178.0,157.0,151.0,164.0,18.0,21.0,18.0,12.0,-177.0,157.8,151.4,165.4,18.8,21.0,19.6,13.0,-18.182,6.067,26.186,15.934,68.943,42.010,47.841
220,79.000,-178.0,157.0,151.0,163.0,18.0,21.0,18.0,13.0,-177.4,157.4,151.0,164.8,18.6,21.0,19.2,13.0,-18.093,4.440,26.300,15.490,67.600,41.628,46.695
221,79.100,-179.0,157.0,148.0,162.0,19.0,21.0,20.0,12.0,-178.0,157.2,150.4,164.0,18.6,21.0,19.2,12.8,-18.196,3.591,26.384,15.423,66.919,41.567,46.040
222,79.200,-179.0,155.0,149.0,160.0,18.0,20.0,20.0,13.0,-178.4,156.6,150.0,162.8,18.4,20.8,19.2,12.8,-17.542,-0.396,26.587,14.593,63.574,40.499,43.486
223,79.300,-179.0,154.0,146.0,160.0,18.0,20.0,20.0,13.0,-178.6,156.0,149.0,161.8,18.2,20.6,19.2,12.6,-17.509,-2.249,26.669,14.681,62.055,40.313,42.212
224,79.400,-180.0,154.0,145.0,160.0,18.0,18.0,20.0,13.0,-179.0,155.4,147.8,161.0,18.2,20.0,19.6,12.8,-18.299,-1.382,26.635,15.262,62.870,41.034,42.459
225,79.500,179.0,154.0,145.0,160.0,19.0,19.0,20.0,13.0,-107.6,154.8,146.6,160.4,18.4,19.6,20.0,12.8,-22.981,-3.361,25.717,19.314,62.045,44.789,39.077
226,79.600,179.0,153.0,144.0,160.0,19.0,20.0,21.0,13.0,-36.0,154.0,145.8,160.0,18.4,19.4,20.2,13.0,-24.960,8.699,26.376,21.972,72.141,48.015,47.468
227,79.700,179.0,154.0,143.0,159.0,19.0,19.0,21.0,15.0,35.6,153.8,144.6,159.8,18.6,19.2,20.4,13.4,-20.515,-11.415,25.226,19.504,55.085,42.872,34.564
228,79.800,178.0,151.0,145.0,159.0,18.0,19.0,19.0,12.0,107.0,153.2,144.4,159.6,18.6,19.0,20.2,13.2,-43.944,25.856,22.686,42.354,90.338,67.639,58.522
229,79.900,178.0,151.0,145.0,157.0,19.0,19.0,20.0,14.0,178.6,152.6,144.4,159.0,18.8,19.2,20.2,13.4,-20.529,-0.211,26.757,17.075,64.159,42.984,42.346
