block,time_s,raw_az_N,raw_el_N,smooth_az_N,smooth_el_N,raw_az_S,raw_el_S,smooth_az_S,smooth_el_S,raw_az_E,raw_el_E,smooth_az_E,smooth_el_E,raw_az_W,raw_el_W,smooth_az_W,smooth_el_W,x_est_m,y_est_m,z_est_m,rms_err_m,dist_N_m,dist_S_m,dist_E_m,dist_W_m
554,55.400,-106.0,16.0,-106.0,15.3,-138.0,16.0,-138.0,16.0,-144.0,17.0,-144.0,15.7,-116.0,11.0,-114.7,12.7,323001.616,6256650.240,-16.214,10.718,nan,nan,nan,nan
555,55.500,-106.0,16.0,-106.0,15.3,-140.0,14.0,-138.7,15.3,-142.0,15.0,-144.0,16.0,-114.0,12.0,-114.7,12.0,323001.646,6256650.590,-15.779,10.151,nan,nan,nan,nan
556,55.600,-106.0,16.0,-106.0,16.0,-138.0,15.0,-138.7,15.0,-142.0,15.0,-142.7,15.7,-118.0,12.0,-116.0,11.7,323004.039,6256652.882,-16.458,9.529,nan,nan,nan,nan
557,55.700,-102.0,15.0,-104.7,15.7,-140.0,14.0,-139.3,14.3,-142.0,15.0,-142.0,15.0,-118.0,11.0,-116.7,11.7,323003.784,6256652.951,-16.001,8.865,nan,nan,nan,nan
558,55.800,-104.0,14.0,-104.0,15.0,-140.0,14.0,-139.3,14.3,-142.0,15.0,-142.0,15.0,-120.0,12.0,-118.7,11.7,323004.409,6256654.319,-16.165,8.603,nan,nan,nan,nan
559,55.900,-110.0,14.0,-105.3,14.3,-140.0,14.0,-140.0,14.0,-144.0,15.0,-142.7,15.0,-118.0,12.0,-118.7,11.7,323004.291,6256655.047,-15.947,8.433,nan,nan,nan,nan
560,56.000,-106.0,16.0,-106.7,14.7,-138.0,15.0,-139.3,14.3,-146.0,16.0,-144.0,15.3,-118.0,12.0,-118.7,12.0,323004.566,6256655.494,-16.459,9.042,nan,nan,nan,nan
561,56.100,-106.0,16.0,-107.3,15.3,-138.0,16.0,-138.7,15.0,-144.0,17.0,-144.7,16.0,-116.0,12.0,-117.3,12.0,323003.983,6256654.233,-16.665,9.704,nan,nan,nan,nan
562,56.200,-102.0,15.0,-104.7,15.7,-138.0,16.0,-138.0,15.7,-144.0,17.0,-144.7,16.7,-116.0,14.0,-116.7,12.7,323002.535,6256651.714,-16.719,10.062,nan,nan,nan,nan
563,56.300,-106.0,16.0,-104.7,15.7,-138.0,16.0,-138.0,16.0,-144.0,17.0,-144.0,17.0,-118.0,13.0,-116.7,13.0,323003.101,6256652.037,-17.221,10.115,nan,nan,nan,nan
564,56.400,-106.0,16.0,-104.7,15.7,-138.0,16.0,-138.0,16.0,-144.0,17.0,-144.0,17.0,-118.0,13.0,-117.3,13.3,323003.465,6256652.674,-17.551,10.103,nan,nan,nan,nan
565,56.500,-102.0,15.0,-104.7,15.7,-138.0,16.0,-138.0,16.0,-146.0,16.0,-144.7,16.7,-118.0,12.0,-118.0,12.7,323003.136,6256652.873,-17.160,10.012,nan,nan,nan,nan
566,56.600,-102.0,15.0,-103.3,15.3,-138.0,16.0,-138.0,16.0,-146.0,16.0,-145.3,16.3,-118.0,12.0,-118.0,12.3,323001.609,6256651.459,-16.349,10.006,nan,nan,nan,nan
567,56.700,-102.0,15.0,-102.0,15.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-118.0,12.0,-118.0,12.0,323000.188,6256650.132,-15.594,9.998,nan,nan,nan,nan
568,56.800,-102.0,15.0,-102.0,15.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-116.0,12.0,-117.3,12.0,322999.959,6256649.608,-15.469,10.033,nan,nan,nan,nan
569,56.900,-102.0,15.0,-102.0,15.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-120.0,12.0,-118.0,12.0,323000.188,6256650.132,-15.594,9.998,nan,nan,nan,nan
570,57.000,-102.0,15.0,-102.0,15.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-118.0,12.0,-118.0,12.0,323000.188,6256650.132,-15.594,9.998,nan,nan,nan,nan
571,57.100,-102.0,15.0,-102.0,15.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-118.0,11.0,-118.7,11.7,323000.383,6256650.629,-15.565,9.929,nan,nan,nan,nan
572,57.200,-106.0,16.0,-103.3,15.3,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-118.0,11.0,-118.0,11.3,323000.950,6256651.030,-15.663,9.949,nan,nan,nan,nan
573,57.300,-106.0,16.0,-104.7,15.7,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-120.0,10.0,-118.7,10.7,323001.907,6256652.458,-15.847,9.901,nan,nan,nan,nan
574,57.400,-102.0,15.0,-104.7,15.7,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-116.0,10.0,-118.0,10.3,323001.568,6256651.829,-15.537,9.911,nan,nan,nan,nan
575,57.500,-102.0,15.0,-103.3,15.3,-138.0,17.0,-138.0,16.3,-146.0,16.0,-146.0,16.0,-116.0,12.0,-117.3,10.7,323000.455,6256650.278,-15.286,10.029,nan,nan,nan,nan
576,57.600,-102.0,15.0,-102.0,15.0,-138.0,16.0,-138.0,16.3,-144.0,15.0,-145.3,15.7,-118.0,11.0,-116.7,11.0,322999.890,6256649.097,-15.043,10.015,nan,nan,nan,nan
577,57.700,-102.0,15.0,-102.0,15.0,-138.0,16.0,-138.0,16.3,-146.0,16.0,-145.3,15.7,-118.0,11.0,-117.3,11.3,323000.175,6256649.664,-15.327,10.005,nan,nan,nan,nan
578,57.800,-102.0,15.0,-102.0,15.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-145.3,15.7,-120.0,12.0,-118.7,11.3,323000.756,6256650.819,-15.490,9.846,nan,nan,nan,nan
579,57.900,-106.0,13.0,-103.3,14.3,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-118.0,13.0,-118.7,12.0,323001.053,6256651.462,-15.815,10.098,nan,nan,nan,nan
580,58.000,-104.0,14.0,-104.0,14.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-116.0,12.0,-118.0,12.3,323001.096,6256651.307,-15.866,10.256,nan,nan,nan,nan
581,58.100,-106.0,16.0,-105.3,14.3,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-118.0,12.0,-117.3,12.3,323001.521,6256651.624,-16.068,10.383,nan,nan,nan,nan
582,58.200,-110.0,14.0,-106.7,14.7,-138.0,16.0,-138.0,16.0,-144.0,17.0,-145.3,16.3,-120.0,13.0,-118.0,12.3,323003.392,6256653.682,-16.888,10.286,nan,nan,nan,nan
583,58.300,-110.0,14.0,-108.7,14.7,-138.0,16.0,-138.0,16.0,-144.0,17.0,-144.7,16.7,-120.0,10.0,-119.3,11.7,323006.240,6256657.084,-17.743,10.081,nan,nan,nan,nan
584,58.400,-106.0,13.0,-108.7,13.7,-138.0,16.0,-138.0,16.0,-144.0,17.0,-144.0,17.0,-118.0,10.0,-119.3,11.0,323006.790,6256657.360,-17.384,9.956,nan,nan,nan,nan
585,58.500,-106.0,13.0,-107.3,13.3,-138.0,16.0,-138.0,16.0,-146.0,16.0,-144.7,16.7,-118.0,11.0,-118.7,10.3,323004.507,6256654.922,-16.121,9.998,nan,nan,nan,nan
586,58.600,-110.0,14.0,-107.3,13.3,-138.0,16.0,-138.0,16.0,-146.0,16.0,-145.3,16.3,-118.0,12.0,-118.0,11.0,323003.427,6256653.839,-15.998,10.251,nan,nan,nan,nan
587,58.700,-108.0,15.0,-108.0,14.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-120.0,11.0,-118.7,11.3,323003.589,6256654.643,-16.406,10.342,nan,nan,nan,nan
588,58.800,-108.0,16.0,-108.7,15.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-116.0,12.0,-118.0,11.7,323003.678,6256654.554,-16.795,10.446,nan,nan,nan,nan
589,58.900,-108.0,16.0,-108.0,15.7,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-120.0,12.0,-118.7,11.7,323003.879,6256654.910,-17.057,10.263,nan,nan,nan,nan
590,59.000,-106.0,16.0,-107.3,16.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,16.0,-120.0,11.0,-118.7,11.7,323003.548,6256654.472,-17.004,10.187,nan,nan,nan,nan
591,59.100,-106.0,16.0,-106.7,16.0,-138.0,16.0,-138.0,16.0,-146.0,14.0,-146.0,15.3,-120.0,11.0,-120.0,11.3,323003.474,6256654.979,-16.824,10.114,nan,nan,nan,nan
592,59.200,-106.0,16.0,-106.0,16.0,-138.0,16.0,-138.0,16.0,-146.0,16.0,-146.0,15.3,-120.0,11.0,-120.0,11.0,323003.011,6256654.428,-16.498,10.038,nan,nan,nan,nan
593,59.300,-110.0,14.0,-107.3,15.3,-140.0,15.0,-138.7,15.7,-146.0,15.0,-146.0,15.0,-118.0,11.0,-119.3,11.0,323003.206,6256654.913,-16.277,9.812,nan,nan,nan,nan
594,59.400,-110.0,14.0,-108.7,14.7,-140.0,16.0,-139.3,15.7,-146.0,16.0,-146.0,15.7,-118.0,11.0,-118.7,11.0,323003.343,6256655.355,-16.311,9.678,nan,nan,nan,nan
595,59.500,-110.0,14.0,-110.0,14.0,-138.0,16.0,-139.3,15.7,-146.0,14.0,-146.0,15.0,-120.0,11.0,-118.7,11.0,323003.629,6256655.956,-16.193,9.936,nan,nan,nan,nan
596,59.600,-110.0,14.0,-110.0,14.0,-140.0,15.0,-139.3,15.7,-146.0,15.0,-146.0,15.0,-118.0,11.0,-118.7,11.0,323003.629,6256655.956,-16.193,9.936,nan,nan,nan,nan
597,59.700,-110.0,14.0,-110.0,14.0,-140.0,14.0,-139.3,15.0,-146.0,16.0,-146.0,15.0,-122.0,11.0,-120.0,11.0,323004.992,6256657.845,-16.461,9.535,nan,nan,nan,nan
598,59.800,-110.0,14.0,-110.0,14.0,-142.0,15.0,-140.7,14.7,-146.0,16.0,-146.0,15.7,-118.0,11.0,-119.3,11.0,323004.005,6256657.394,-16.191,8.871,nan,nan,nan,nan
599,59.900,-110.0,14.0,-110.0,14.0,-142.0,15.0,-141.3,14.7,-146.0,16.0,-146.0,16.0,-122.0,12.0,-120.7,11.3,323004.486,6256658.951,-16.736,8.457,nan,nan,nan,nan
600,60.000,-110.0,15.0,-110.0,14.3,-142.0,15.0,-142.0,15.0,-146.0,16.0,-146.0,16.0,-122.0,10.0,-120.7,11.0,323003.784,6256658.725,-16.645,8.252,nan,nan,nan,nan
601,60.100,-108.0,16.0,-109.3,15.0,-142.0,15.0,-142.0,15.0,-148.0,18.0,-146.7,16.7,-118.0,12.0,-120.7,11.3,323003.117,6256658.108,-16.837,8.203,nan,nan,nan,nan
602,60.200,-108.0,16.0,-108.7,15.7,-140.0,16.0,-141.3,15.3,-148.0,18.0,-147.3,17.3,-120.0,11.0,-120.0,11.0,323002.418,6256656.683,-16.703,8.509,nan,nan,nan,nan
603,60.300,-110.0,15.0,-108.7,15.7,-140.0,16.0,-140.7,15.7,-146.0,16.0,-147.3,17.3,-122.0,12.0,-120.0,11.7,323002.836,6256656.670,-17.217,8.985,nan,nan,nan,nan
604,60.400,-106.0,16.0,-108.0,15.7,-140.0,16.0,-140.0,16.0,-146.0,16.0,-146.7,16.7,-120.0,12.0,-120.7,11.7,323003.409,6256656.856,-17.399,9.300,nan,nan,nan,nan
605,60.500,-108.0,16.0,-108.0,15.7,-142.0,15.0,-140.7,15.7,-146.0,15.0,-146.0,15.7,-120.0,12.0,-120.7,12.0,323003.345,6256657.077,-17.300,9.016,nan,nan,nan,nan
606,60.600,-112.0,15.0,-108.7,15.7,-142.0,15.0,-141.3,15.3,-146.0,15.0,-146.0,15.3,-122.0,13.0,-120.7,12.3,323003.277,6256657.598,-17.339,8.787,nan,nan,nan,nan
607,60.700,-110.0,14.0,-110.0,15.0,-140.0,14.0,-141.3,14.7,-146.0,16.0,-146.0,15.3,-122.0,12.0,-121.3,12.3,323004.747,6256659.615,-17.497,8.619,nan,nan,nan,nan
608,60.800,-112.0,15.0,-111.3,14.7,-140.0,16.0,-140.7,15.0,-146.0,14.0,-146.0,15.0,-120.0,13.0,-121.3,12.7,323005.831,6256660.544,-17.998,9.239,nan,nan,nan,nan
609,60.900,-106.0,16.0,-109.3,15.0,-142.0,15.0,-140.7,15.0,-146.0,15.0,-146.0,15.0,-122.0,12.0,-121.3,12.3,323004.508,6256658.831,-17.408,9.025,nan,nan,nan,nan
610,61.000,-110.0,14.0,-109.3,15.0,-142.0,16.0,-141.3,15.7,-148.0,14.0,-146.7,14.3,-124.0,12.0,-122.0,12.3,323003.030,6256658.459,-17.243,9.178,nan,nan,nan,nan
611,61.100,-110.0,14.0,-108.7,14.7,-140.0,16.0,-141.3,15.7,-172.0,10.0,-155.3,13.0,-122.0,12.0,-122.7,12.0,322995.847,6256653.629,-14.709,10.069,nan,nan,nan,nan
612,61.200,-110.0,14.0,-110.0,14.0,-142.0,15.0,-141.3,15.7,-148.0,13.0,-156.0,12.3,-120.0,13.0,-122.0,12.3,322995.386,6256653.242,-14.488,10.358,nan,nan,nan,nan
613,61.300,-110.0,14.0,-110.0,14.0,-142.0,15.0,-141.3,15.3,-148.0,16.0,-156.0,13.0,-122.0,12.0,-121.3,12.3,322995.558,6256653.037,-14.436,10.191,nan,nan,nan,nan
614,61.400,-110.0,14.0,-110.0,14.0,-140.0,16.0,-141.3,15.3,-150.0,15.0,-148.7,14.7,-122.0,13.0,-121.3,12.7,323001.480,6256657.279,-16.574,9.450,nan,nan,nan,nan
615,61.500,-110.0,14.0,-110.0,14.0,-142.0,16.0,-141.3,15.7,-134.0,40.0,-144.0,23.7,-120.0,13.0,-121.3,12.7,323007.905,6256661.711,-20.319,7.795,nan,nan,nan,nan
616,61.600,-110.0,14.0,-110.0,14.0,-142.0,15.0,-141.3,15.7,160.0,12.0,-41.3,22.3,-122.0,13.0,-121.3,13.0,322985.117,6256640.937,-11.216,11.783,nan,nan,nan,nan
617,61.700,-112.0,15.0,-110.7,14.3,-140.0,16.0,-141.3,15.7,-148.0,17.0,-40.7,23.0,-122.0,13.0,-121.3,13.0,322984.991,6256640.975,-11.249,11.848,nan,nan,nan,nan
618,61.800,-110.0,14.0,-110.7,14.3,-142.0,17.0,-141.3,16.0,-148.0,18.0,-45.3,15.7,-122.0,13.0,-122.0,13.0,322984.581,6256641.360,-11.052,12.084,nan,nan,nan,nan
619,61.900,-110.0,14.0,-110.7,14.3,-142.0,16.0,-141.3,16.3,-110.0,26.0,-135.3,20.3,-122.0,12.0,-122.0,12.7,323018.114,6256668.356,-23.544,6.902,nan,nan,nan,nan
620,62.000,-110.0,14.0,-110.0,14.0,-142.0,17.0,-142.0,16.7,-150.0,16.0,-136.0,20.0,-122.0,13.0,-122.0,12.7,323014.699,6256666.052,-22.378,7.246,nan,nan,nan,nan
621,62.100,-110.0,14.0,-110.0,14.0,-140.0,16.0,-141.3,16.3,-148.0,17.0,-136.0,19.7,-122.0,13.0,-122.0,12.7,323016.151,6256666.790,-22.576,7.260,nan,nan,nan,nan
622,62.200,-110.0,14.0,-110.0,14.0,-140.0,16.0,-140.7,16.3,-148.0,18.0,-148.7,17.0,-124.0,12.0,-122.7,12.7,323002.805,6256658.799,-17.832,9.785,nan,nan,nan,nan
623,62.300,-110.0,14.0,-110.0,14.0,-142.0,16.0,-140.7,16.0,-150.0,16.0,-148.7,17.0,-124.0,12.0,-123.3,12.3,323003.198,6256659.542,-17.742,9.625,nan,nan,nan,nan
624,62.400,-110.0,14.0,-110.0,14.0,-142.0,16.0,-141.3,16.0,-148.0,16.0,-148.7,16.7,-124.0,12.0,-124.0,12.0,323002.847,6256660.018,-17.556,9.374,nan,nan,nan,nan
625,62.500,-108.0,15.0,-109.3,14.3,-142.0,16.0,-142.0,16.0,-150.0,16.0,-149.3,16.0,-124.0,12.0,-124.0,12.0,323001.239,6256658.915,-17.049,9.210,nan,nan,nan,nan
626,62.600,-110.0,14.0,-109.3,14.3,-142.0,17.0,-142.0,16.3,-148.0,18.0,-148.7,16.7,-124.0,12.0,-124.0,12.0,323001.839,6256659.313,-17.475,9.193,nan,nan,nan,nan
627,62.700,-110.0,14.0,-109.3,14.3,-144.0,16.0,-142.7,16.3,-146.0,19.0,-148.0,17.7,-124.0,13.0,-124.0,12.3,323002.250,6256659.935,-17.988,8.792,nan,nan,nan,nan
628,62.800,-110.0,14.0,-110.0,14.0,-144.0,17.0,-143.3,16.7,-150.0,20.0,-148.0,19.0,-124.0,13.0,-124.0,12.7,323002.320,6256660.555,-18.550,8.633,nan,nan,nan,nan
629,62.900,-68.0,21.0,-96.0,16.3,-144.0,16.0,-144.0,16.3,-150.0,20.0,-148.7,19.7,-124.0,13.0,-124.0,13.0,322993.068,6256649.787,-15.328,8.551,nan,nan,nan,nan
630,63.000,-110.0,14.0,-96.0,16.3,-144.0,16.0,-144.0,16.3,-150.0,20.0,-150.0,20.0,-124.0,13.0,-124.0,13.0,322992.680,6256649.609,-15.241,8.580,nan,nan,nan,nan
631,63.100,-110.0,14.0,-96.0,16.3,-142.0,16.0,-143.3,16.0,-148.0,18.0,-149.3,19.3,-124.0,13.0,-124.0,13.0,322993.219,6256649.665,-15.172,8.712,nan,nan,nan,nan
632,63.200,-110.0,14.0,-110.0,14.0,-142.0,16.0,-142.7,16.0,-150.0,18.0,-149.3,18.7,-124.0,13.0,-124.0,13.0,323001.959,6256660.135,-18.203,8.857,nan,nan,nan,nan
633,63.300,-112.0,15.0,-110.7,14.3,-142.0,16.0,-142.0,16.0,-148.0,18.0,-148.7,18.0,-124.0,13.0,-124.0,13.0,323003.405,6256661.117,-18.633,9.090,nan,nan,nan,nan
634,63.400,-110.0,14.0,-110.7,14.3,-142.0,17.0,-142.0,16.3,-148.0,18.0,-148.7,18.0,-124.0,12.0,-124.0,12.7,323003.251,6256660.960,-18.560,9.152,nan,nan,nan,nan
635,63.500,-112.0,15.0,-111.3,14.7,-142.0,16.0,-142.0,16.3,-148.0,18.0,-148.0,18.0,-124.0,13.0,-124.0,12.7,323004.493,6256662.140,-19.107,9.030,nan,nan,nan,nan
636,63.600,-112.0,15.0,-111.3,14.7,-142.0,16.0,-142.0,16.3,-148.0,18.0,-148.0,18.0,-124.0,13.0,-124.0,12.7,323004.493,6256662.140,-19.107,9.030,nan,nan,nan,nan
637,63.700,-112.0,18.0,-112.0,16.0,-142.0,16.0,-142.0,16.0,-150.0,18.0,-148.7,18.0,-126.0,12.0,-124.7,12.7,323005.051,6256663.449,-19.652,8.864,nan,nan,nan,nan
638,63.800,-112.0,18.0,-112.0,17.0,-142.0,17.0,-142.0,16.3,-148.0,18.0,-148.7,18.0,-126.0,12.0,-125.3,12.3,323005.161,6256663.986,-20.022,8.917,nan,nan,nan,nan
639,63.900,-112.0,17.0,-112.0,17.7,-142.0,18.0,-142.0,17.0,-148.0,18.0,-148.7,18.0,-124.0,13.0,-125.3,12.3,323004.867,6256663.715,-20.383,9.150,nan,nan,nan,nan
640,64.000,-112.0,18.0,-112.0,17.7,-142.0,18.0,-142.0,17.7,-150.0,20.0,-148.7,18.7,-126.0,13.0,-125.3,12.7,323004.801,6256663.631,-20.937,9.388,nan,nan,nan,nan
641,64.100,-112.0,15.0,-112.0,16.7,-142.0,17.0,-142.0,17.7,-152.0,18.0,-150.0,18.7,-126.0,13.0,-125.3,13.0,323003.345,6256662.559,-20.306,9.704,nan,nan,nan,nan
642,64.200,-112.0,15.0,-112.0,16.0,-142.0,17.0,-142.0,17.3,-152.0,18.0,-151.3,18.7,-126.0,13.0,-126.0,13.0,323002.205,6256662.188,-19.669,9.882,nan,nan,nan,nan
643,64.300,-112.0,15.0,-112.0,15.0,-142.0,16.0,-142.0,16.7,-152.0,18.0,-152.0,18.0,-128.0,13.0,-126.7,13.0,323001.510,6256662.092,-18.855,10.008,nan,nan,nan,nan
644,64.400,-112.0,15.0,-112.0,15.0,-144.0,17.0,-142.7,16.7,-150.0,16.0,-151.3,17.3,-128.0,13.0,-127.3,13.0,323001.534,6256662.814,-18.894,9.871,nan,nan,nan,nan
645,64.500,-112.0,17.0,-112.0,15.7,-144.0,17.0,-143.3,16.7,-150.0,15.0,-150.7,16.3,-126.0,14.0,-127.3,13.3,323001.482,6256663.058,-19.093,9.662,nan,nan,nan,nan
646,64.600,-114.0,18.0,-112.7,16.7,-144.0,17.0,-144.0,17.0,-150.0,15.0,-150.0,15.3,-126.0,14.0,-126.7,13.7,323001.601,6256663.233,-19.537,9.474,nan,nan,nan,nan
647,64.700,-114.0,19.0,-113.3,18.0,-142.0,18.0,-143.3,17.3,-152.0,15.0,-150.7,15.0,-126.0,14.0,-126.0,14.0,323001.617,6256662.793,-20.020,9.845,nan,nan,nan,nan
648,64.800,-114.0,18.0,-114.0,18.3,-144.0,17.0,-143.3,17.3,-150.0,16.0,-150.7,15.3,-128.0,13.0,-126.7,13.7,323002.472,6256664.250,-20.457,9.778,nan,nan,nan,nan
649,64.900,-116.0,17.0,-114.7,18.0,-144.0,17.0,-143.3,17.3,-152.0,15.0,-151.3,15.3,-128.0,13.0,-127.3,13.3,323002.418,6256664.971,-20.333,9.912,nan,nan,nan,nan
650,65.000,-118.0,17.0,-116.0,17.3,-142.0,18.0,-143.3,17.3,-152.0,15.0,-151.3,15.3,-130.0,14.0,-128.7,13.3,323003.520,6256667.370,-20.834,10.226,nan,nan,nan,nan
651,65.100,-116.0,17.0,-116.7,17.0,-144.0,17.0,-143.3,17.3,-152.0,17.0,-152.0,15.7,-128.0,13.0,-128.7,13.3,323003.516,6256667.739,-20.878,10.261,nan,nan,nan,nan
652,65.200,-116.0,17.0,-116.7,17.0,-144.0,18.0,-143.3,17.7,-154.0,16.0,-152.7,16.0,-126.0,14.0,-128.0,13.7,323002.665,6256666.577,-20.857,10.359,nan,nan,nan,nan
653,65.300,-118.0,17.0,-116.7,17.0,-144.0,18.0,-144.0,17.7,-154.0,17.0,-153.3,16.7,-126.0,14.0,-126.7,13.7,323001.664,6256665.246,-20.527,9.861,nan,nan,nan,nan
654,65.400,-118.0,17.0,-117.3,17.0,-144.0,17.0,-144.0,17.7,-152.0,16.0,-153.3,16.3,-126.0,14.0,-126.0,14.0,323001.610,6256664.984,-20.560,9.970,nan,nan,nan,nan
655,65.500,-116.0,17.0,-117.3,17.0,-144.0,17.0,-144.0,17.3,-152.0,15.0,-152.7,16.0,-130.0,14.0,-127.3,14.0,323002.841,6256666.978,-20.995,9.912,nan,nan,nan,nan
656,65.600,-116.0,17.0,-116.7,17.0,-146.0,17.0,-144.7,17.0,-150.0,16.0,-151.3,15.7,-126.0,14.0,-127.3,14.0,323003.310,6256667.356,-20.965,9.409,nan,nan,nan,nan
657,65.700,-116.0,17.0,-116.0,17.0,-146.0,17.0,-145.3,17.0,154.0,37.0,-49.3,22.7,-126.0,14.0,-127.3,14.0,322980.762,6256643.755,-11.524,12.527,nan,nan,nan,nan
658,65.800,-118.0,17.0,-116.7,17.0,-144.0,17.0,-145.3,17.0,-152.0,15.0,-49.3,22.7,-126.0,16.0,-126.0,14.7,322981.085,6256643.406,-11.801,12.477,nan,nan,nan,nan
659,65.900,-116.0,17.0,-116.7,17.0,-146.0,18.0,-145.3,17.3,152.0,10.0,51.3,20.7,-128.0,13.0,-126.7,14.3,322978.221,6256641.855,-11.303,12.565,nan,nan,nan,nan
660,66.000,-118.0,18.0,-117.3,17.3,-146.0,18.0,-145.3,17.7,150.0,40.0,50.0,21.7,-126.0,14.0,-126.7,14.3,322977.786,6256641.542,-11.387,12.670,nan,nan,nan,nan
661,66.100,-120.0,19.0,-118.0,18.0,-148.0,18.0,-146.7,18.0,142.0,44.0,148.0,31.3,-126.0,14.0,-126.7,13.7,322979.965,6256648.199,-14.252,10.707,nan,nan,nan,nan
662,66.200,-120.0,17.0,-119.3,18.0,-146.0,18.0,-146.7,18.0,-154.0,16.0,46.0,33.3,-126.0,14.0,-126.0,14.0,322976.122,6256640.453,-11.761,12.140,nan,nan,nan,nan
663,66.300,-120.0,17.0,-120.0,17.7,-146.0,18.0,-146.7,18.0,-154.0,16.0,-55.3,25.3,-128.0,15.0,-126.7,14.3,322980.118,6256643.847,-11.963,12.661,nan,nan,nan,nan
664,66.400,-120.0,17.0,-120.0,17.0,-146.0,19.0,-146.0,18.3,-154.0,17.0,-154.0,16.3,-130.0,14.0,-128.0,14.3,323001.542,6256668.587,-21.756,9.901,nan,nan,nan,nan
665,66.500,-120.0,17.0,-120.0,17.0,-146.0,19.0,-146.0,18.7,-154.0,16.0,-154.0,16.3,-126.0,14.0,-128.0,14.3,323001.266,6256668.277,-21.785,10.072,nan,nan,nan,nan
666,66.600,-120.0,19.0,-120.0,17.7,-146.0,19.0,-146.0,19.0,-154.0,17.0,-154.0,16.7,-130.0,14.0,-128.7,14.0,323001.604,6256669.091,-22.256,10.096,nan,nan,nan,nan
667,66.700,-120.0,18.0,-120.0,18.0,-148.0,18.0,-146.7,18.7,168.0,35.0,-46.7,22.7,-126.0,14.0,-127.3,14.0,322979.277,6256643.891,-11.748,12.882,nan,nan,nan,nan
668,66.800,-120.0,17.0,-120.0,18.0,-146.0,19.0,-146.7,18.7,158.0,37.0,57.3,29.7,-128.0,13.0,-128.0,13.7,322974.348,6256640.272,-11.582,12.538,nan,nan,nan,nan
669,66.900,-120.0,17.0,-120.0,17.3,-148.0,18.0,-147.3,18.3,156.0,43.0,160.7,38.3,-130.0,14.0,-128.0,13.7,322981.888,6256651.669,-16.227,10.159,nan,nan,nan,nan
670,67.000,-118.0,17.0,-119.3,17.0,-148.0,18.0,-147.3,18.3,166.0,49.0,160.0,43.0,-130.0,14.0,-129.3,13.7,322981.703,6256651.887,-16.645,10.151,nan,nan,nan,nan
671,67.100,-122.0,18.0,-120.0,17.3,-150.0,18.0,-148.7,18.0,-154.0,17.0,56.0,36.3,-128.0,14.0,-129.3,14.0,322973.656,6256640.896,-11.875,11.964,nan,nan,nan,nan
672,67.200,-120.0,17.0,-120.0,17.3,-150.0,20.0,-149.3,18.7,-154.0,17.0,-47.3,27.7,-130.0,14.0,-129.3,14.0,322977.953,6256644.692,-11.573,12.585,nan,nan,nan,nan
673,67.300,-122.0,17.0,-121.3,17.3,-150.0,19.0,-150.0,19.0,-156.0,17.0,-154.7,17.0,-130.0,15.0,-129.3,14.3,322998.619,6256669.550,-21.947,9.170,nan,nan,nan,nan
674,67.400,-122.0,18.0,-121.3,17.3,-150.0,19.0,-150.0,19.3,-158.0,18.0,-156.0,17.3,-130.0,14.0,-130.0,14.3,322997.727,6256669.313,-21.929,9.430,nan,nan,nan,nan
675,67.500,-124.0,19.0,-122.7,18.0,-150.0,18.0,-150.0,18.7,-162.0,17.0,-158.7,17.3,-130.0,15.0,-130.0,14.7,322996.959,6256669.615,-21.874,9.182,nan,nan,nan,nan
676,67.600,-120.0,17.0,-122.0,18.0,-150.0,18.0,-150.0,18.3,-158.0,17.0,-159.3,17.3,-130.0,15.0,-130.0,14.7,322996.308,6256668.782,-21.409,9.043,nan,nan,nan,nan
677,67.700,-124.0,17.0,-122.7,17.7,-150.0,18.0,-150.0,18.0,-158.0,18.0,-159.3,17.3,-132.0,15.0,-130.7,15.0,322996.935,6256670.277,-21.793,9.064,nan,nan,nan,nan
678,67.800,-122.0,19.0,-122.0,17.7,-150.0,18.0,-150.0,18.0,-156.0,18.0,-157.3,17.7,-132.0,16.0,-131.3,15.3,322998.500,6256671.893,-22.695,9.053,nan,nan,nan,nan
