block,time_s,raw_az_N,raw_el_N,smooth_az_N,smooth_el_N,raw_az_S,raw_el_S,smooth_az_S,smooth_el_S,raw_az_E,raw_el_E,smooth_az_E,smooth_el_E,raw_az_W,raw_el_W,smooth_az_W,smooth_el_W,x_est_m,y_est_m,z_est_m,rms_err_m,dist_N_m,dist_S_m,dist_E_m,dist_W_m
679,67.900,-124.0,19.0,-123.3,18.3,-150.0,20.0,-150.0,18.7,-158.0,18.0,-157.3,18.0,-132.0,15.0,-132.0,15.3,322999.492,6256674.072,-23.961,9.297,nan,nan,nan,nan
680,68.000,-122.0,19.0,-122.7,19.0,-152.0,19.0,-150.7,19.0,-158.0,19.0,-157.3,18.3,-132.0,15.0,-132.0,15.3,322998.500,6256673.094,-23.948,9.171,nan,nan,nan,nan
681,68.100,-124.0,19.0,-123.3,19.0,-150.0,19.0,-150.7,19.3,-158.0,20.0,-158.0,19.0,-132.0,15.0,-132.0,15.0,322998.474,6256673.468,-24.170,9.159,nan,nan,nan,nan
682,68.200,-126.0,18.0,-124.0,18.7,-150.0,20.0,-150.7,19.3,-158.0,20.0,-158.0,19.7,-132.0,16.0,-132.0,15.3,322999.141,6256674.545,-24.796,9.116,nan,nan,nan,nan
683,68.300,-122.0,18.0,-124.0,18.3,-152.0,19.0,-150.7,19.3,-158.0,20.0,-158.0,20.0,-134.0,15.0,-132.7,15.3,322999.351,6256675.304,-25.008,9.217,nan,nan,nan,nan
684,68.400,-122.0,18.0,-123.3,18.0,-152.0,19.0,-151.3,19.3,-160.0,19.0,-158.7,19.7,-134.0,14.0,-133.3,15.0,322997.531,6256673.954,-23.977,9.336,nan,nan,nan,nan
685,68.500,-126.0,18.0,-123.3,18.0,-152.0,19.0,-152.0,19.0,-158.0,18.0,-158.7,19.0,-134.0,14.0,-134.0,14.3,322996.879,6256674.137,-23.269,9.165,nan,nan,nan,nan
686,68.600,-126.0,18.0,-124.7,18.0,-152.0,19.0,-152.0,19.0,-158.0,18.0,-158.7,18.3,-134.0,15.0,-134.0,14.3,322997.564,6256675.536,-23.594,9.209,nan,nan,nan,nan
687,68.700,-124.0,19.0,-125.3,18.3,-154.0,20.0,-152.7,19.3,-158.0,18.0,-158.0,18.0,-136.0,15.0,-134.7,14.7,322997.679,6256676.779,-24.264,9.467,nan,nan,nan,nan
688,68.800,-126.0,21.0,-125.3,19.3,-152.0,19.0,-152.7,19.3,-160.0,19.0,-158.7,18.3,-136.0,15.0,-135.3,15.0,322997.587,6256677.452,-24.936,9.497,nan,nan,nan,nan
689,68.900,-124.0,19.0,-124.7,19.7,-152.0,19.0,-152.7,19.3,-160.0,19.0,-159.3,18.7,-136.0,15.0,-136.0,15.0,322996.709,6256676.783,-24.760,9.663,nan,nan,nan,nan
690,69.000,-126.0,18.0,-125.3,19.3,-154.0,19.0,-152.7,19.0,-160.0,19.0,-160.0,19.0,-138.0,15.0,-136.7,15.0,322996.939,6256678.126,-24.969,9.629,nan,nan,nan,nan
691,69.100,-126.0,18.0,-125.3,18.3,-154.0,19.0,-153.3,19.0,-160.0,19.0,-160.0,19.0,-138.0,15.0,-137.3,15.0,322995.956,6256677.829,-24.432,9.894,nan,nan,nan,nan
692,69.200,-126.0,18.0,-126.0,18.0,-154.0,19.0,-154.0,19.0,-160.0,18.0,-160.0,18.7,-140.0,14.0,-138.7,14.7,322995.281,6256678.786,-24.212,10.293,nan,nan,nan,nan
693,69.300,-126.0,18.0,-126.0,18.0,-156.0,19.0,-154.7,19.0,-160.0,19.0,-160.0,18.7,-140.0,14.0,-139.3,14.3,322994.346,6256678.552,-23.819,10.425,nan,nan,nan,nan
694,69.400,-126.0,18.0,-126.0,18.0,-154.0,19.0,-154.7,19.0,-160.0,18.0,-160.0,18.3,-140.0,14.0,-140.0,14.0,322993.890,6256678.453,-23.465,10.750,nan,nan,nan,nan
695,69.500,-128.0,19.0,-126.7,18.3,-158.0,19.0,-156.0,19.0,-160.0,19.0,-160.0,18.7,-140.0,14.0,-140.0,14.0,322993.280,6256678.937,-23.660,10.385,nan,nan,nan,nan
696,69.600,-128.0,19.0,-127.3,18.7,-156.0,19.0,-156.0,19.0,-160.0,18.0,-160.0,18.3,-140.0,14.0,-140.0,14.0,322993.818,6256680.017,-24.045,10.309,nan,nan,nan,nan
697,69.700,-130.0,19.0,-128.7,19.0,-158.0,19.0,-157.3,19.0,-162.0,20.0,-160.7,19.0,-140.0,14.0,-140.0,14.0,322993.293,6256681.178,-24.522,9.839,nan,nan,nan,nan
698,69.800,-130.0,19.0,-129.3,19.0,-158.0,19.0,-157.3,19.0,-162.0,20.0,-161.3,19.3,-140.0,14.0,-140.0,14.0,322993.561,6256682.132,-24.907,9.647,nan,nan,nan,nan
699,69.900,-130.0,19.0,-130.0,19.0,-158.0,18.0,-158.0,18.7,-162.0,20.0,-162.0,20.0,-140.0,14.0,-140.0,14.0,322993.255,6256682.820,-25.046,9.169,nan,nan,nan,nan
700,70.000,-130.0,19.0,-130.0,19.0,-158.0,19.0,-158.0,18.7,-162.0,20.0,-162.0,20.0,-140.0,14.0,-140.0,14.0,322993.255,6256682.820,-25.046,9.169,nan,nan,nan,nan
701,70.100,-130.0,19.0,-130.0,19.0,-158.0,19.0,-158.0,18.7,-162.0,20.0,-162.0,20.0,-142.0,14.0,-140.7,14.0,322993.134,6256683.241,-25.132,9.449,nan,nan,nan,nan
702,70.200,-130.0,19.0,-130.0,19.0,-158.0,19.0,-158.0,19.0,-164.0,19.0,-162.7,19.7,-142.0,14.0,-141.3,14.0,322992.230,6256682.672,-24.909,9.978,nan,nan,nan,nan
703,70.300,-130.0,19.0,-130.0,19.0,-160.0,18.0,-158.7,18.7,-164.0,19.0,-163.3,19.3,-144.0,14.0,-142.7,14.0,322990.683,6256682.303,-24.303,10.408,nan,nan,nan,nan
704,70.400,-130.0,20.0,-130.0,19.3,-160.0,19.0,-159.3,18.7,-164.0,19.0,-164.0,19.0,-144.0,14.0,-143.3,14.0,322989.236,6256681.420,-23.842,10.682,nan,nan,nan,nan
705,70.500,-130.0,19.0,-130.0,19.3,-158.0,19.0,-159.3,18.7,-166.0,20.0,-164.7,19.3,-144.0,14.0,-144.0,14.0,322988.671,6256681.353,-23.809,10.918,nan,nan,nan,nan
706,70.600,-132.0,18.0,-130.7,19.0,-160.0,18.0,-159.3,18.7,-164.0,19.0,-164.7,19.3,-146.0,14.0,-144.7,14.0,322988.789,6256682.459,-24.035,11.202,nan,nan,nan,nan
707,70.700,-134.0,20.0,-132.0,19.0,-160.0,18.0,-159.3,18.3,-166.0,19.0,-165.3,19.3,-146.0,14.0,-145.3,14.0,322989.360,6256685.023,-24.660,11.117,nan,nan,nan,nan
708,70.800,-134.0,20.0,-133.3,19.3,-160.0,19.0,-160.0,18.3,-166.0,19.0,-165.3,19.0,-146.0,15.0,-146.0,14.3,322989.461,6256687.219,-25.457,11.243,nan,nan,nan,nan
709,70.900,-134.0,20.0,-134.0,20.0,-160.0,19.0,-160.0,18.7,-166.0,19.0,-166.0,19.0,-146.0,14.0,-146.0,14.3,322989.567,6256688.083,-26.086,11.156,nan,nan,nan,nan
710,71.000,-134.0,20.0,-134.0,20.0,-160.0,19.0,-160.0,19.0,-166.0,19.0,-166.0,19.0,-148.0,15.0,-146.7,14.7,322989.027,6256687.760,-26.248,11.733,nan,nan,nan,nan
711,71.100,-134.0,20.0,-134.0,20.0,-162.0,20.0,-160.7,19.3,-166.0,19.0,-166.0,19.0,-146.0,15.0,-146.7,14.7,322988.087,6256686.675,-25.970,11.878,nan,nan,nan,nan
712,71.200,-132.0,19.0,-133.3,19.7,-162.0,20.0,-161.3,19.7,-168.0,20.0,-166.7,19.3,-148.0,14.0,-147.3,14.7,322985.878,6256683.824,-24.973,12.429,nan,nan,nan,nan
713,71.300,-134.0,20.0,-133.3,19.7,-162.0,20.0,-162.0,20.0,-168.0,20.0,-167.3,19.7,-148.0,14.0,-147.3,14.3,322984.718,6256682.544,-24.520,12.461,nan,nan,nan,nan
714,71.400,-136.0,19.0,-134.0,19.3,-162.0,20.0,-162.0,20.0,-168.0,20.0,-168.0,20.0,-150.0,14.0,-148.7,14.0,322983.985,6256683.057,-24.385,12.985,nan,nan,nan,nan
715,71.500,-136.0,20.0,-135.3,19.7,-164.0,19.0,-162.7,19.7,-168.0,20.0,-168.0,20.0,-150.0,14.0,-149.3,14.0,322984.144,6256685.460,-25.035,12.914,nan,nan,nan,nan
716,71.600,-136.0,20.0,-136.0,19.7,-164.0,19.0,-163.3,19.3,-170.0,19.0,-168.7,19.7,-152.0,15.0,-150.7,14.3,322982.883,6256685.729,-24.847,13.362,nan,nan,nan,nan
717,71.700,-138.0,19.0,-136.7,19.7,-164.0,19.0,-164.0,19.0,-170.0,19.0,-169.3,19.3,-152.0,14.0,-151.3,14.3,322982.036,6256686.127,-24.605,13.437,nan,nan,nan,nan
718,71.800,-138.0,19.0,-137.3,19.3,-164.0,19.0,-164.0,19.0,-172.0,19.0,-170.7,19.0,-152.0,14.0,-152.0,14.3,322981.331,6256686.391,-24.430,13.633,nan,nan,nan,nan
719,71.900,-138.0,19.0,-138.0,19.0,-164.0,19.0,-164.0,19.0,-172.0,19.0,-171.3,19.0,-152.0,15.0,-152.0,14.3,322981.476,6256687.439,-24.679,13.485,nan,nan,nan,nan
720,72.000,-138.0,19.0,-138.0,19.0,-166.0,20.0,-164.7,19.3,-172.0,20.0,-172.0,19.3,-152.0,14.0,-152.0,14.3,322980.460,6256686.250,-24.467,13.515,nan,nan,nan,nan
721,72.100,-140.0,19.0,-138.7,19.0,-166.0,20.0,-165.3,19.7,-172.0,20.0,-172.0,19.7,-152.0,14.0,-152.0,14.3,322980.166,6256686.691,-24.817,13.531,nan,nan,nan,nan
722,72.200,-140.0,19.0,-139.3,19.0,-166.0,19.0,-166.0,19.7,-172.0,20.0,-172.0,20.0,-152.0,15.0,-152.0,14.3,322980.016,6256687.512,-25.136,13.403,nan,nan,nan,nan
723,72.300,-140.0,20.0,-140.0,19.3,-166.0,19.0,-166.0,19.3,-174.0,19.0,-172.7,19.7,-154.0,15.0,-152.7,14.7,322979.985,6256689.118,-25.615,13.408,nan,nan,nan,nan
724,72.400,-142.0,19.0,-140.7,19.3,-166.0,20.0,-166.0,19.3,-176.0,19.0,-174.0,19.3,-154.0,15.0,-153.3,15.0,322979.335,6256689.617,-25.775,13.558,nan,nan,nan,nan
725,72.500,-142.0,19.0,-141.3,19.3,-168.0,19.0,-166.7,19.3,-176.0,19.0,-175.3,19.0,-154.0,15.0,-154.0,15.0,322977.990,6256689.211,-25.421,13.707,nan,nan,nan,nan
726,72.600,-142.0,19.0,-142.0,19.0,-168.0,19.0,-167.3,19.3,-176.0,19.0,-176.0,19.0,-156.0,14.0,-154.7,14.7,322976.945,6256689.057,-25.015,13.916,nan,nan,nan,nan
727,72.700,-142.0,19.0,-142.0,19.0,-168.0,20.0,-168.0,19.3,-176.0,19.0,-176.0,19.0,-156.0,14.0,-155.3,14.3,322975.846,6256687.848,-24.365,14.293,nan,nan,nan,nan
728,72.800,-142.0,19.0,-142.0,19.0,-170.0,19.0,-168.7,19.3,-176.0,19.0,-176.0,19.0,-158.0,15.0,-156.7,14.3,322974.261,6256686.097,-23.651,15.053,nan,nan,nan,nan
729,72.900,-142.0,19.0,-142.0,19.0,-170.0,19.0,-169.3,19.3,-176.0,19.0,-176.0,19.0,-158.0,15.0,-157.3,14.7,322973.183,6256684.819,-23.296,15.458,nan,nan,nan,nan
730,73.000,-144.0,19.0,-142.7,19.0,-170.0,19.0,-170.0,19.0,-178.0,19.0,-176.7,19.0,-158.0,15.0,-158.0,15.0,322972.415,6256685.314,-23.365,15.538,nan,nan,nan,nan
731,73.100,-144.0,19.0,-143.3,19.0,-170.0,19.0,-170.0,19.0,-178.0,19.0,-177.3,19.0,-158.0,15.0,-158.0,15.0,322972.584,6256686.745,-23.835,15.332,nan,nan,nan,nan
732,73.200,-144.0,19.0,-144.0,19.0,-170.0,19.0,-170.0,19.0,-178.0,19.0,-178.0,19.0,-160.0,14.0,-158.7,14.7,322972.185,6256687.390,-23.844,15.477,nan,nan,nan,nan
733,73.300,-144.0,19.0,-144.0,19.0,-170.0,19.0,-170.0,19.0,-180.0,20.0,-178.7,19.3,-160.0,14.0,-159.3,14.3,322971.463,6256686.542,-23.449,15.711,nan,nan,nan,nan
734,73.400,-146.0,19.0,-144.7,19.0,-170.0,19.0,-170.0,19.0,-180.0,20.0,-179.3,19.7,-160.0,15.0,-160.0,14.3,322971.085,6256687.259,-23.722,15.855,nan,nan,nan,nan
735,73.500,-146.0,20.0,-145.3,19.3,-172.0,20.0,-170.7,19.3,-180.0,19.0,-180.0,19.7,-160.0,15.0,-160.0,14.7,322970.640,6256687.879,-24.292,15.770,nan,nan,nan,nan
736,73.600,-146.0,20.0,-146.0,19.7,-172.0,20.0,-171.3,19.7,-180.0,20.0,-180.0,19.7,-160.0,15.0,-160.0,15.0,322970.383,6256688.609,-24.908,15.799,nan,nan,nan,nan
737,73.700,-146.0,20.0,-146.0,20.0,-172.0,20.0,-172.0,20.0,178.0,20.0,-60.7,19.7,-164.0,15.0,-161.3,15.0,322953.050,6256647.389,-7.236,16.637,nan,nan,nan,nan
738,73.800,-146.0,19.0,-146.0,19.7,-172.0,20.0,-172.0,20.0,178.0,19.0,58.7,19.7,-164.0,15.0,-162.7,15.0,322945.448,6256626.308,-7.497,15.038,nan,nan,nan,nan
739,73.900,-148.0,21.0,-146.7,20.0,-174.0,19.0,-172.7,19.7,178.0,19.0,178.0,19.3,-164.0,15.0,-164.0,15.0,322965.964,6256683.154,-22.759,17.627,nan,nan,nan,nan
740,74.000,-148.0,20.0,-147.3,20.0,-174.0,19.0,-173.3,19.3,176.0,20.0,177.3,19.3,-164.0,15.0,-164.0,15.0,322965.699,6256684.521,-23.041,17.335,nan,nan,nan,nan
741,74.100,-148.0,21.0,-148.0,20.7,-176.0,20.0,-174.7,19.3,176.0,20.0,176.7,19.7,-164.0,15.0,-164.0,15.0,322964.926,6256685.101,-23.423,17.132,nan,nan,nan,nan
742,74.200,-148.0,20.0,-148.0,20.3,-176.0,20.0,-175.3,19.7,176.0,20.0,176.0,20.0,-166.0,14.0,-164.7,14.7,322963.713,6256682.808,-22.618,17.548,nan,nan,nan,nan
743,74.300,-150.0,20.0,-148.7,20.3,-176.0,20.0,-176.0,20.0,176.0,19.0,176.0,19.7,-168.0,15.0,-166.0,14.7,322962.377,6256680.848,-21.946,18.329,nan,nan,nan,nan
744,74.400,-150.0,20.0,-149.3,20.0,-176.0,20.0,-176.0,20.0,174.0,20.0,175.3,19.7,-168.0,15.0,-167.3,14.7,322961.441,6256679.940,-21.519,18.826,nan,nan,nan,nan
745,74.500,-150.0,20.0,-150.0,20.0,-176.0,20.0,-176.0,20.0,174.0,20.0,174.7,19.7,-168.0,15.0,-168.0,15.0,322961.032,6256680.458,-21.805,18.971,nan,nan,nan,nan
746,74.600,-152.0,21.0,-150.7,20.3,-176.0,20.0,-176.0,20.0,174.0,20.0,174.0,20.0,-168.0,15.0,-168.0,15.0,322961.129,6256682.457,-22.638,18.728,nan,nan,nan,nan
747,74.700,-152.0,21.0,-151.3,20.7,-178.0,20.0,-176.7,20.0,174.0,20.0,174.0,20.0,-168.0,15.0,-168.0,15.0,322960.898,6256683.533,-23.060,18.655,nan,nan,nan,nan
748,74.800,-152.0,20.0,-152.0,20.7,-178.0,20.0,-177.3,20.0,174.0,20.0,174.0,20.0,-168.0,15.0,-168.0,15.0,322960.618,6256684.341,-23.322,18.620,nan,nan,nan,nan
749,74.900,-154.0,21.0,-152.7,20.7,-178.0,20.0,-178.0,20.0,174.0,20.0,174.0,20.0,-170.0,16.0,-168.7,15.3,322959.888,6256684.009,-23.305,18.932,nan,nan,nan,nan
750,75.000,-154.0,21.0,-153.3,20.7,-180.0,20.0,-178.7,20.0,174.0,20.0,174.0,20.0,-170.0,16.0,-169.3,15.7,322959.148,6256683.532,-23.237,19.250,nan,nan,nan,nan
751,75.100,-156.0,21.0,-154.7,21.0,-180.0,20.0,-179.3,20.0,174.0,20.0,174.0,20.0,-170.0,16.0,-170.0,16.0,322958.557,6256684.962,-23.904,19.457,nan,nan,nan,nan
752,75.200,-156.0,21.0,-155.3,21.0,-180.0,20.0,-180.0,20.0,174.0,20.0,174.0,20.0,-172.0,15.0,-170.7,15.7,322957.762,6256683.923,-23.368,19.782,nan,nan,nan,nan
753,75.300,-158.0,20.0,-156.7,20.7,178.0,19.0,-60.7,19.7,170.0,20.0,172.7,20.0,-172.0,15.0,-171.3,15.3,322944.542,6256601.766,8.212,26.389,43.540,24.311,52.193,28.020
754,75.400,-158.0,20.0,-157.3,20.3,178.0,20.0,58.7,19.7,170.0,20.0,171.3,20.0,-172.0,15.0,-172.0,15.0,322951.771,6256602.862,7.174,27.190,41.106,23.962,46.444,34.618
755,75.500,-158.0,20.0,-158.0,20.0,178.0,21.0,178.0,20.0,170.0,20.0,170.0,20.0,-172.0,15.0,-172.0,15.0,322955.137,6256685.766,-23.515,19.641,nan,nan,nan,nan
756,75.600,-158.0,21.0,-158.0,20.3,176.0,20.0,177.3,20.3,170.0,20.0,170.0,20.0,-174.0,15.0,-172.7,15.0,322954.373,6256682.840,-22.721,20.146,nan,nan,nan,nan
757,75.700,-158.0,21.0,-158.0,20.7,176.0,20.0,176.7,20.3,170.0,20.0,170.0,20.0,-174.0,15.0,-173.3,15.0,322953.671,6256680.411,-21.931,20.531,nan,nan,nan,nan
758,75.800,-160.0,21.0,-158.7,21.0,176.0,20.0,176.0,20.0,168.0,20.0,169.3,20.0,-174.0,15.0,-174.0,15.0,322952.901,6256680.677,-21.929,20.602,nan,nan,nan,nan
759,75.900,-158.0,22.0,-158.7,21.3,174.0,20.0,175.3,20.0,168.0,21.0,168.7,20.3,-176.0,15.0,-174.7,15.0,322952.139,6256678.785,-21.413,20.837,nan,nan,nan,nan
760,76.000,-158.0,20.0,-158.7,21.0,174.0,20.0,174.7,20.0,168.0,20.0,168.0,20.3,-176.0,15.0,-175.3,15.0,322951.394,6256676.395,-20.527,21.124,nan,nan,nan,nan
761,76.100,-160.0,21.0,-158.7,21.0,174.0,20.0,174.0,20.0,166.0,20.0,167.3,20.3,-176.0,15.0,-176.0,15.0,322950.696,6256674.317,-19.812,21.381,nan,nan,nan,nan
762,76.200,-162.0,21.0,-160.0,20.7,174.0,20.0,174.0,20.0,164.0,20.0,166.0,20.0,-178.0,15.0,-176.7,15.0,322950.070,6256676.600,-20.496,21.297,nan,nan,nan,nan
763,76.300,-162.0,21.0,-161.3,21.0,174.0,20.0,174.0,20.0,164.0,20.0,164.7,20.0,-178.0,16.0,-177.3,15.3,322949.376,6256679.591,-21.734,21.138,nan,nan,nan,nan
764,76.400,-162.0,21.0,-162.0,21.0,170.0,20.0,172.7,20.0,162.0,19.0,163.3,19.7,-178.0,16.0,-178.0,15.7,322948.188,6256678.319,-21.367,21.310,nan,nan,nan,nan
765,76.500,-164.0,22.0,-162.7,21.3,172.0,20.0,172.0,20.0,162.0,20.0,162.7,19.7,-180.0,16.0,-178.7,16.0,322947.441,6256678.105,-21.488,21.467,nan,nan,nan,nan
766,76.600,-164.0,21.0,-163.3,21.3,170.0,20.0,170.7,20.0,148.0,24.0,157.3,21.0,-180.0,15.0,-179.3,15.7,322945.329,6256677.756,-21.755,20.821,nan,nan,nan,nan
767,76.700,-166.0,21.0,-164.7,21.3,170.0,20.0,170.7,20.0,160.0,20.0,156.7,21.3,178.0,15.0,-60.7,15.3,322956.489,6256608.711,0.036,23.334,34.517,29.124,38.373,38.631
768,76.800,-166.0,21.0,-165.3,21.0,170.0,20.0,170.0,20.0,160.0,20.0,156.0,21.3,178.0,15.0,58.7,15.0,322958.162,6256632.431,-0.615,17.895,nan,nan,nan,nan
769,76.900,-166.0,20.0,-166.0,20.7,170.0,20.0,170.0,20.0,160.0,20.0,160.0,20.0,178.0,15.0,178.0,15.0,322944.600,6256676.018,-20.481,22.290,nan,nan,nan,nan
770,77.000,-166.0,20.0,-166.0,20.3,168.0,20.0,169.3,20.0,160.0,20.0,160.0,20.0,178.0,15.0,178.0,15.0,322944.448,6256674.590,-19.944,22.429,nan,nan,nan,nan
771,77.100,-168.0,20.0,-166.7,20.0,166.0,19.0,168.0,19.7,160.0,20.0,160.0,20.0,176.0,14.0,177.3,14.7,322943.860,6256672.092,-18.815,22.807,nan,nan,nan,nan
772,77.200,-168.0,20.0,-167.3,20.0,166.0,20.0,166.7,19.7,158.0,20.0,159.3,20.0,176.0,14.0,176.7,14.3,322943.174,6256669.787,-17.980,23.119,nan,nan,nan,nan
773,77.300,-170.0,19.0,-168.7,19.7,166.0,20.0,166.0,19.7,160.0,19.0,159.3,19.7,174.0,13.0,175.3,13.7,322942.720,6256667.265,-16.850,23.629,nan,nan,nan,nan
774,77.400,-170.0,20.0,-169.3,19.7,166.0,20.0,166.0,20.0,158.0,20.0,158.7,19.7,174.0,13.0,174.7,13.3,322942.371,6256667.090,-16.858,23.753,nan,nan,nan,nan
775,77.500,-170.0,21.0,-170.0,20.0,164.0,20.0,165.3,20.0,158.0,20.0,158.7,19.7,172.0,12.0,173.3,12.7,322942.293,6256663.052,-15.400,24.258,nan,nan,nan,nan
776,77.600,-170.0,20.0,-170.0,20.3,164.0,21.0,164.7,20.3,156.0,20.0,157.3,20.0,172.0,12.0,172.7,12.3,322941.902,6256661.404,-15.046,24.393,nan,nan,nan,nan
777,77.700,-170.0,19.0,-170.0,20.0,164.0,21.0,164.0,20.7,156.0,20.0,156.7,20.0,172.0,13.0,172.0,12.3,322941.861,6256658.573,-14.227,24.652,nan,nan,nan,nan
778,77.800,-172.0,19.0,-170.7,19.3,164.0,21.0,164.0,21.0,156.0,20.0,156.0,20.0,172.0,14.0,172.0,13.0,322941.428,6256660.209,-15.028,24.571,nan,nan,nan,nan
779,77.900,-172.0,20.0,-171.3,19.3,162.0,21.0,163.3,21.0,156.0,20.0,156.0,20.0,170.0,15.0,171.3,14.0,322941.222,6256659.007,-14.886,24.808,nan,nan,nan,nan
780,78.000,-174.0,20.0,-172.7,19.7,162.0,20.0,162.7,20.7,154.0,19.0,155.3,19.7,170.0,15.0,170.7,14.7,322940.294,6256660.757,-15.560,24.833,nan,nan,nan,nan
781,78.100,-174.0,19.0,-173.3,19.7,162.0,21.0,162.0,20.7,154.0,20.0,154.7,19.7,168.0,14.0,169.3,14.7,322940.184,6256657.877,-14.619,25.156,nan,nan,nan,nan
782,78.200,-174.0,19.0,-174.0,19.3,162.0,21.0,162.0,20.7,154.0,20.0,154.0,19.7,168.0,14.0,168.7,14.3,322939.872,6256657.890,-14.557,25.198,nan,nan,nan,nan
783,78.300,-174.0,19.0,-174.0,19.0,160.0,20.0,161.3,20.7,152.0,20.0,153.3,20.0,168.0,14.0,168.0,14.0,322939.983,6256655.257,-13.657,25.372,nan,nan,nan,nan
784,78.400,-174.0,19.0,-174.0,19.0,160.0,20.0,160.7,20.3,150.0,20.0,152.0,20.0,168.0,14.0,168.0,14.0,322939.161,6256656.750,-14.126,25.192,nan,nan,nan,nan
785,78.500,-176.0,19.0,-174.7,19.0,160.0,20.0,160.0,20.0,152.0,20.0,151.3,20.0,166.0,13.0,167.3,13.7,322938.765,6256656.217,-13.816,25.276,nan,nan,nan,nan
786,78.600,-176.0,19.0,-175.3,19.0,158.0,21.0,159.3,20.3,152.0,20.0,151.3,20.0,166.0,13.0,166.7,13.3,322939.071,6256653.578,-12.988,25.586,nan,nan,nan,nan
787,78.700,-178.0,20.0,-176.7,19.3,158.0,21.0,158.7,20.7,152.0,20.0,152.0,20.0,166.0,13.0,166.0,13.0,322939.561,6256650.816,-12.112,25.966,nan,nan,nan,nan
788,78.800,-178.0,19.0,-177.3,19.3,158.0,21.0,158.0,21.0,150.0,20.0,151.3,20.0,166.0,13.0,166.0,13.0,322939.078,6256651.394,-12.464,26.004,nan,nan,nan,nan
789,78.900,-178.0,18.0,-178.0,19.0,156.0,21.0,157.3,21.0,150.0,18.0,150.7,19.3,164.0,12.0,165.3,12.7,322939.024,6256649.962,-11.850,26.146,nan,nan,nan,nan
790,79.000,-178.0,18.0,-178.0,18.3,156.0,21.0,156.7,21.0,150.0,18.0,150.0,18.7,162.0,12.0,164.0,12.3,322939.909,6256645.196,-10.131,26.419,nan,nan,nan,nan
791,79.100,-178.0,19.0,-178.0,18.3,156.0,21.0,156.0,21.0,148.0,20.0,149.3,18.7,162.0,12.0,162.7,12.0,322940.653,6256641.307,-8.844,26.645,nan,nan,nan,nan
792,79.200,-180.0,18.0,-178.7,18.3,154.0,20.0,155.3,20.7,148.0,20.0,148.7,19.3,160.0,13.0,161.3,12.3,322940.934,6256639.179,-8.218,26.793,nan,nan,nan,nan
793,79.300,-180.0,18.0,-179.3,18.3,154.0,20.0,154.7,20.3,146.0,20.0,147.3,20.0,160.0,13.0,160.7,12.7,322940.078,6256640.449,-8.759,26.766,nan,nan,nan,nan
794,79.400,-180.0,18.0,-180.0,18.0,154.0,18.0,154.0,19.3,146.0,20.0,146.7,20.0,160.0,13.0,160.0,13.0,322939.606,6256640.757,-8.699,26.746,nan,nan,nan,nan
795,79.500,-180.0,18.0,-180.0,18.0,154.0,19.0,154.0,19.0,144.0,20.0,145.3,20.0,160.0,13.0,160.0,13.0,322938.251,6256643.856,-9.718,26.519,nan,nan,nan,nan
796,79.600,178.0,19.0,-60.7,18.3,154.0,20.0,154.0,19.0,144.0,21.0,144.7,20.3,160.0,13.0,160.0,13.0,322930.205,6256652.283,-10.222,25.444,nan,nan,nan,nan
797,79.700,178.0,19.0,58.7,18.7,154.0,19.0,154.0,19.3,144.0,21.0,144.0,20.7,158.0,14.0,159.3,13.3,322934.035,6256638.675,-11.056,24.572,nan,nan,nan,nan
798,79.800,178.0,18.0,178.0,18.7,152.0,19.0,153.3,19.3,144.0,19.0,144.0,20.3,158.0,12.0,158.7,13.0,322937.470,6256644.373,-10.167,26.647,nan,nan,nan,nan
799,79.900,178.0,19.0,178.0,18.7,150.0,19.0,152.0,19.0,144.0,20.0,144.0,20.0,158.0,14.0,158.0,13.3,322938.546,6256640.537,-8.789,26.910,nan,nan,nan,nan
800,80.000,176.0,18.0,177.3,18.3,150.0,19.0,150.7,19.0,144.0,20.0,144.0,19.7,156.0,13.0,157.3,13.0,322939.796,6256636.551,-7.383,27.192,nan,nan,nan,nan
801,80.100,176.0,18.0,176.7,18.3,150.0,19.0,150.0,19.0,142.0,19.0,143.3,19.7,156.0,13.0,156.7,13.3,322939.833,6256635.773,-7.202,27.279,nan,nan,nan,nan
802,80.200,176.0,18.0,176.0,18.0,150.0,19.0,150.0,19.0,140.0,19.0,142.0,19.3,156.0,13.0,156.0,13.0,322938.876,6256637.368,-7.758,27.185,nan,nan,nan,nan
803,80.300,176.0,18.0,176.0,18.0,150.0,18.0,150.0,18.7,140.0,19.0,140.7,19.0,154.0,14.0,155.3,13.3,322937.936,6256638.777,-8.223,27.038,nan,nan,nan,nan
804,80.400,174.0,18.0,175.3,18.0,148.0,18.0,149.3,18.3,138.0,20.0,139.3,19.3,154.0,14.0,154.7,13.7,322937.135,6256639.486,-8.561,26.991,nan,nan,nan,nan
805,80.500,174.0,17.0,174.7,17.7,148.0,19.0,148.7,18.3,136.0,20.0,138.0,19.7,156.0,13.0,154.7,13.7,322935.981,6256641.011,-9.234,26.895,nan,nan,nan,nan
806,80.600,174.0,17.0,174.0,17.3,148.0,17.0,148.0,18.0,138.0,19.0,137.3,19.7,156.0,13.0,155.3,13.3,322934.685,6256643.167,-9.900,26.779,nan,nan,nan,nan
