X,Y,Z
5.300282915122807026e+00,1.649117474031001507e+01,-4.587189037352800369e+00
5.298984867520630360e+00,1.649117474031001507e+01,-4.598651520907878876e+00
5.294657000340521336e+00,1.649117474031001507e+01,-4.607421142980456352e+00
5.291865807026624680e+00,1.649117474031001507e+01,-4.614371238276362419e+00
5.288250271230936050e+00,1.649117474031001507e+01,-4.619692746549844742e+00
5.247974571771919727e+00,1.649117474031001507e+01,-4.622892756015062332e+00
5.243313193321228027e+00,1.649117474031001507e+01,-4.629919184371829033e+00
5.243114593438804150e+00,1.649117474031001507e+01,-4.632684729993343353e+00
5.239932237192988396e+00,1.649117474031001507e+01,-4.638087280094623566e+00
5.238864100538194180e+00,1.649117474031001507e+01,-4.638101004064083099e+00
5.236029827967286110e+00,1.649117474031001507e+01,-4.640780974179506302e+00
5.234684843569993973e+00,1.649117474031001507e+01,-4.640629621222615242e+00
5.233568573370575905e+00,1.649117474031001507e+01,-4.644508814439177513e+00
5.236104373820126057e+00,1.649117474031001507e+01,-4.643944159150123596e+00
5.235816628672182560e+00,1.649117474031001507e+01,-4.648268634453415871e+00
5.236092353239655495e+00,1.649117474031001507e+01,-4.648738916963338852e+00
5.235938546247780323e+00,1.649117474031001507e+01,-4.654327908530831337e+00
5.236304695717990398e+00,1.649117474031001507e+01,-4.643299646675586700e+00
5.237112277187407017e+00,1.649117474031001507e+01,-4.642495417967438698e+00
5.236828560940921307e+00,1.649117474031001507e+01,-4.641275810077786446e+00
5.235389129258692265e+00,1.649117474031001507e+01,-4.632298691198229790e+00
5.234294306486845016e+00,1.649117474031001507e+01,-4.616108806803822517e+00
5.233263858594000340e+00,1.649117474031001507e+01,-4.609079372137784958e+00
5.229912259615957737e+00,1.649117474031001507e+01,-4.598773457109928131e+00
5.228625956922769547e+00,1.649117474031001507e+01,-4.591597076505422592e+00
5.226850189268589020e+00,1.649117474031001507e+01,-4.577776599675416946e+00
5.226946312002837658e+00,1.649117474031001507e+01,-4.562874641269445419e+00
5.226539327763020992e+00,1.649117474031001507e+01,-4.554074946790933609e+00
5.223200543783605099e+00,1.649117474031001507e+01,-4.550190135836601257e+00
5.221917171031236649e+00,1.649117474031001507e+01,-4.551292702555656433e+00
5.224988070316612720e+00,1.616309074030999682e+01,-4.546487765386700630e+00
5.228961165994405746e+00,1.616309074030999682e+01,-4.538306754082441330e+00
5.232934156432747841e+00,1.616309074030999682e+01,-4.533783597871661186e+00
5.228395696729421616e+00,1.583500674031000699e+01,-4.532561235129833221e+00
5.230803213082253933e+00,1.550692274031001716e+01,-4.526736402884125710e+00
5.226130653172731400e+00,1.517883874030999891e+01,-4.522235427051782608e+00
5.225428598932921886e+00,1.452267074030999083e+01,-4.518149925395846367e+00
5.218847783282399178e+00,1.419458674031000101e+01,-4.517795043066143990e+00
5.219716908410191536e+00,1.386650274031001118e+01,-4.512329969555139542e+00
5.209969407878816128e+00,1.321033474031000310e+01,-4.499338390305638313e+00
5.205456283874809742e+00,1.288225074031001327e+01,-4.487379167228937149e+00
5.201053060591220856e+00,1.255416674030999502e+01,-4.485069146379828453e+00
5.196978719905018806e+00,1.222608274031000519e+01,-4.478526763617992401e+00
5.200513854622840881e+00,1.189799874031001536e+01,-4.485760726034641266e+00
