block,time_s,raw_az_N,raw_az_S,raw_az_E,raw_az_W,raw_el_N,raw_el_S,raw_el_E,raw_el_W,smooth_az_N,smooth_az_S,smooth_az_E,smooth_az_W,smooth_el_N,smooth_el_S,smooth_el_E,smooth_el_W,centroid_x_m,centroid_y_m,dist_N_m,dist_S_m,dist_E_m,dist_W_m,mean_dist_m
165,73.500,-146.0,-171.0,179.0,-160.0,20.0,20.0,19.0,15.0,-143.6,-170.0,-141.9,-158.4,19.1,19.5,19.3,14.6,-340.634,-685.399,664.961,609.837,671.846,617.625,641.067
166,73.600,-145.0,-172.0,179.0,-160.0,20.0,20.0,19.0,15.0,-143.9,-170.4,-106.4,-158.8,19.2,19.6,19.3,14.7,-393.014,-595.448,624.342,573.170,634.053,575.606,601.793
167,73.700,-147.0,-172.0,179.0,-161.0,20.0,20.0,21.0,15.0,-144.4,-170.8,-70.8,-159.3,19.3,19.6,19.5,14.8,-381.317,-490.344,552.574,505.107,563.895,504.032,531.402
168,73.800,-147.0,-173.0,178.0,-164.0,20.0,20.0,19.0,15.0,-144.9,-171.1,-35.3,-159.9,19.4,19.7,19.5,14.8,-312.543,-408.642,471.168,425.286,482.104,424.326,450.721
169,73.900,-147.0,-173.0,178.0,-164.0,20.0,19.0,19.0,15.0,-145.4,-171.4,0.2,-160.5,19.5,19.7,19.5,14.8,-208.429,-380.242,411.254,363.010,418.770,368.066,390.275
170,74.000,-148.0,-175.0,177.0,-164.0,20.0,20.0,20.0,15.0,-145.8,-171.9,35.6,-161.1,19.6,19.8,19.6,14.8,-106.024,-414.786,407.034,354.273,408.964,369.237,384.877
171,74.100,-148.0,-175.0,177.0,-165.0,21.0,20.0,20.0,15.0,-146.2,-172.4,71.0,-161.8,19.8,19.9,19.7,14.8,-40.876,-498.321,459.703,403.653,457.600,425.383,436.585
172,74.200,-148.0,-175.0,176.0,-167.0,20.0,20.0,20.0,15.0,-146.6,-172.8,106.5,-162.5,19.9,19.9,19.7,14.9,-34.786,-600.647,536.719,478.571,533.840,501.784,512.728
173,74.300,-150.0,-176.0,175.0,-167.0,20.0,20.0,19.0,15.0,-147.2,-173.3,141.9,-163.2,20.0,19.9,19.6,15.0,-86.695,-684.937,605.544,546.291,604.215,567.418,580.867
174,74.400,-150.0,-176.0,174.0,-167.0,20.0,20.0,20.0,15.0,-147.6,-173.8,177.2,-163.9,20.1,19.9,19.6,15.0,-177.776,-719.991,645.826,586.916,647.346,603.732,620.955
175,74.500,-150.0,-176.0,174.0,-167.0,20.0,20.0,20.0,15.0,-148.0,-174.3,176.7,-164.6,20.1,19.9,19.7,15.0,-171.318,-720.615,645.096,586.099,646.400,603.255,620.212
176,74.600,-152.0,-177.0,174.0,-168.0,21.0,21.0,20.0,15.0,-148.7,-174.8,176.2,-165.4,20.2,20.0,19.8,15.0,-163.186,-720.104,643.244,584.160,644.287,601.726,618.354
177,74.700,-152.0,-178.0,174.0,-168.0,21.0,20.0,20.0,15.0,-149.2,-175.4,175.7,-166.1,20.3,20.0,19.7,15.0,-155.645,-721.872,643.309,584.124,644.091,602.099,618.406
178,74.800,-153.0,-178.0,174.0,-168.0,21.0,20.0,20.0,15.0,-149.8,-175.9,175.3,-166.5,20.4,20.0,19.8,15.0,-149.682,-721.568,642.096,582.854,642.683,601.129,617.191
179,74.900,-153.0,-179.0,174.0,-171.0,21.0,20.0,20.0,15.0,-150.4,-176.5,174.9,-167.2,20.5,20.1,19.9,15.0,-142.241,-720.640,640.208,580.908,640.557,599.551,615.306
180,75.000,-154.0,-179.0,174.0,-170.0,21.0,20.0,20.0,16.0,-151.0,-176.9,174.6,-167.8,20.6,20.1,19.9,15.1,-135.709,-719.810,638.586,579.238,638.723,598.204,613.688
181,75.100,-156.0,-179.0,173.0,-170.0,21.0,20.0,20.0,16.0,-151.8,-177.3,174.2,-168.3,20.6,20.1,19.9,15.2,-129.234,-719.843,637.682,578.282,637.603,597.578,612.786
182,75.200,-156.0,-179.0,171.0,-171.0,21.0,20.0,21.0,15.0,-152.6,-177.7,173.7,-168.7,20.7,20.1,20.0,15.2,-122.862,-719.562,636.593,577.149,636.302,596.765,611.702
183,75.300,-157.0,179.0,170.0,-172.0,20.0,19.0,20.0,15.0,-153.3,-142.2,173.2,-169.2,20.7,20.0,20.1,15.2,-211.922,-684.301,626.060,568.150,629.033,582.579,601.456
184,75.400,-158.0,178.0,170.0,-172.0,20.0,20.0,20.0,15.0,-154.1,-106.8,172.8,-169.7,20.7,20.0,20.1,15.2,-262.258,-601.386,579.147,523.954,584.817,533.654,555.393
185,75.500,-157.0,177.0,170.0,-172.0,21.0,20.0,20.0,15.0,-154.8,-71.5,172.4,-170.2,20.8,20.0,20.1,15.2,-253.766,-501.178,506.625,454.229,513.597,461.230,483.921
186,75.600,-157.0,177.0,170.0,-174.0,21.0,20.0,20.0,15.0,-155.3,-36.1,172.0,-170.8,20.8,19.9,20.1,15.2,-188.806,-421.030,431.433,380.356,437.242,388.852,409.471
187,75.700,-159.0,176.0,169.0,-174.0,21.0,20.0,20.0,15.0,-156.0,-0.7,171.5,-171.4,20.8,19.9,20.1,15.2,-86.952,-391.857,387.887,335.907,389.127,351.743,366.166
188,75.800,-160.0,176.0,169.0,-174.0,21.0,20.0,20.0,15.0,-156.7,34.7,171.0,-172.0,20.8,19.9,20.1,15.2,14.522,-424.318,404.386,351.144,399.857,375.739,382.782
189,75.900,-159.0,174.0,167.0,-176.0,22.0,20.0,21.0,15.0,-157.3,70.0,170.3,-172.5,20.9,19.9,20.2,15.2,80.158,-504.610,467.907,413.316,460.215,442.474,445.978
190,76.000,-158.0,174.0,167.0,-176.0,20.0,20.0,21.0,15.0,-157.7,105.3,169.6,-173.1,20.8,19.9,20.3,15.1,87.007,-607.654,546.139,489.332,538.458,518.859,523.197
191,76.100,-161.0,174.0,165.0,-176.0,21.0,20.0,20.0,15.0,-158.2,140.6,168.8,-173.7,20.8,19.9,20.3,15.0,36.286,-693.548,608.711,549.851,603.000,577.071,584.658
192,76.200,-162.0,174.0,165.0,-178.0,21.0,20.0,20.0,15.0,-158.8,175.9,168.2,-174.4,20.8,19.9,20.2,15.0,-51.848,-730.819,638.637,578.863,635.896,602.087,613.871
193,76.300,-162.0,173.0,165.0,-179.0,21.0,20.0,20.0,16.0,-159.3,175.3,167.7,-175.1,20.9,20.0,20.2,15.1,-44.295,-728.036,636.060,576.323,633.073,599.891,611.337
194,76.400,-163.0,170.0,163.0,-179.0,21.0,20.0,20.0,16.0,-159.8,174.5,167.0,-175.8,21.0,20.0,20.2,15.2,-35.613,-725.938,634.037,574.339,630.762,598.310,609.362
195,76.500,-163.0,172.0,163.0,-179.0,22.0,20.0,20.0,16.0,-160.4,174.0,166.3,-176.5,21.1,20.0,20.2,15.3,-27.592,-723.932,632.186,572.532,628.644,596.874,607.559
196,76.600,-165.0,170.0,163.0,179.0,21.0,20.0,20.0,15.0,-161.2,173.3,165.6,-141.2,21.1,20.0,20.2,15.3,-144.974,-673.429,604.409,545.720,605.215,563.590,579.734
197,76.700,-165.0,170.0,160.0,179.0,21.0,20.0,20.0,15.0,-161.8,172.7,164.7,-105.9,21.1,20.0,20.2,15.3,-210.797,-560.244,534.625,479.208,539.065,490.878,510.944
198,76.800,-166.0,169.0,160.0,179.0,21.0,20.0,20.0,15.0,-162.4,172.0,163.8,-70.6,21.1,20.0,20.2,15.3,-198.219,-426.164,437.761,386.732,443.889,394.714,415.774
199,76.900,-166.0,169.0,160.0,177.0,20.0,20.0,20.0,15.0,-163.1,171.5,163.1,-35.3,20.9,20.0,20.1,15.3,-111.062,-323.128,346.531,299.093,350.250,309.931,326.451
200,77.000,-167.0,167.0,160.0,177.0,20.0,19.0,20.0,15.0,-164.0,170.8,162.4,0.0,20.9,19.9,20.0,15.3,23.326,-286.580,310.898,266.261,306.340,288.660,293.040
201,77.100,-167.0,167.0,159.0,177.0,20.0,19.0,20.0,14.0,-164.6,170.1,161.8,35.3,20.8,19.8,20.0,15.2,155.591,-329.685,362.257,319.359,349.866,351.517,345.750
202,77.200,-169.0,166.0,159.0,175.0,20.0,20.0,20.0,14.0,-165.3,169.3,161.2,70.6,20.7,19.8,20.0,15.1,241.478,-438.734,460.695,415.056,445.877,450.860,443.122
203,77.300,-170.0,165.0,161.0,175.0,19.0,20.0,19.0,14.0,-166.1,168.5,160.8,106.0,20.5,19.8,19.9,14.9,251.356,-578.101,559.212,508.194,545.569,543.886,539.215
204,77.400,-169.0,165.0,159.0,173.0,20.0,20.0,20.0,13.0,-166.7,168.0,160.4,141.2,20.4,19.8,19.9,14.6,180.558,-695.501,627.715,571.621,617.206,604.531,605.268
205,77.500,-170.0,165.0,159.0,173.0,21.0,20.0,20.0,13.0,-167.4,167.3,160.0,176.4,20.3,19.8,19.9,14.3,54.541,-749.402,653.378,594.150,647.083,622.175,629.197
206,77.600,-169.0,164.0,156.0,173.0,20.0,21.0,20.0,13.0,-167.8,166.7,159.3,175.8,20.2,19.9,19.9,14.1,61.534,-751.969,655.825,596.660,649.307,624.969,631.690
207,77.700,-171.0,163.0,156.0,173.0,20.0,21.0,20.0,13.0,-168.4,166.0,158.9,175.2,20.1,20.0,19.9,13.9,68.613,-754.944,658.646,599.547,651.906,628.138,634.559
208,77.800,-172.0,163.0,156.0,173.0,19.0,21.0,20.0,14.0,-169.0,165.4,158.5,174.6,19.9,20.1,19.9,13.8,75.158,-757.059,660.800,601.771,653.854,630.619,636.761
209,77.900,-171.0,163.0,155.0,171.0,20.0,20.0,20.0,14.0,-169.5,164.8,158.0,174.0,19.9,20.1,19.9,13.7,82.317,-758.080,662.191,603.256,655.021,632.383,638.213
210,78.000,-173.0,163.0,155.0,170.0,20.0,20.0,19.0,15.0,-170.1,164.4,157.5,173.3,19.9,20.2,19.8,13.7,89.597,-757.322,662.250,603.433,654.849,632.844,638.344
211,78.100,-173.0,162.0,155.0,168.0,19.0,21.0,19.0,14.0,-170.7,163.9,157.1,172.4,19.8,20.4,19.7,13.7,97.347,-756.500,662.363,603.678,654.716,633.386,638.536
212,78.200,-174.0,161.0,153.0,168.0,19.0,21.0,20.0,14.0,-171.2,163.4,156.5,171.7,19.7,20.5,19.7,13.7,104.375,-755.432,662.268,603.712,654.399,633.688,638.517
213,78.300,-174.0,161.0,153.0,168.0,19.0,21.0,20.0,14.0,-171.6,163.0,155.7,171.0,19.7,20.6,19.8,13.7,111.162,-752.340,660.618,602.213,652.527,632.450,636.952
214,78.400,-173.0,160.0,151.0,168.0,19.0,20.0,19.0,14.0,-172.0,162.5,154.9,170.5,19.6,20.6,19.7,13.8,117.882,-750.809,660.230,601.964,651.926,632.454,636.643
215,78.500,-176.0,159.0,153.0,166.0,19.0,21.0,20.0,13.0,-172.6,161.9,154.3,169.8,19.4,20.7,19.7,13.8,125.267,-750.470,660.906,602.782,652.371,633.542,637.400
216,78.600,-176.0,158.0,151.0,166.0,19.0,21.0,20.0,13.0,-173.3,161.3,153.8,169.1,19.3,20.7,19.7,13.8,133.072,-750.103,661.676,603.708,652.899,634.749,638.258
217,78.700,-177.0,158.0,151.0,166.0,19.0,21.0,20.0,13.0,-173.9,160.8,153.3,168.4,19.2,20.7,19.7,13.8,140.323,-749.709,662.405,604.588,653.405,635.887,639.071
218,78.800,-178.0,157.0,151.0,165.0,19.0,21.0,20.0,14.0,-174.5,160.2,152.8,167.6,19.2,20.7,19.7,13.8,148.372,-748.103,662.374,604.744,653.122,636.330,639.143
219,78.900,-178.0,157.0,151.0,164.0,18.0,21.0,18.0,12.0,-175.2,159.6,152.4,166.9,19.0,20.8,19.5,13.6,157.160,-753.175,667.693,610.187,658.197,642.053,644.533
220,79.000,-178.0,157.0,151.0,163.0,18.0,21.0,18.0,13.0,-175.7,159.0,152.0,166.2,18.8,20.9,19.4,13.4,165.070,-757.415,672.284,614.897,662.572,647.009,649.191
221,79.100,-179.0,157.0,148.0,162.0,19.0,21.0,20.0,12.0,-176.3,158.5,151.3,165.6,18.8,20.9,19.5,13.2,173.106,-758.578,674.576,617.355,664.633,649.724,651.572
222,79.200,-179.0,155.0,149.0,160.0,18.0,20.0,20.0,13.0,-176.8,157.9,150.9,164.8,18.7,20.8,19.5,13.1,181.426,-760.473,677.544,620.489,667.367,653.116,654.629
223,79.300,-179.0,154.0,146.0,160.0,18.0,20.0,20.0,13.0,-177.3,157.2,150.2,164.0,18.6,20.7,19.5,13.0,190.862,-761.780,680.337,623.487,669.894,656.404,657.531
224,79.400,-180.0,154.0,145.0,160.0,18.0,18.0,20.0,13.0,-178.0,156.6,149.6,163.2,18.5,20.5,19.6,12.9,200.343,-763.264,683.356,626.715,672.651,659.916,660.659
225,79.500,179.0,154.0,145.0,160.0,19.0,19.0,20.0,13.0,-142.5,156.1,148.8,162.6,18.5,20.3,19.6,12.9,104.587,-723.272,637.215,579.029,629.248,609.092,613.646
226,79.600,179.0,153.0,144.0,160.0,19.0,20.0,21.0,13.0,-107.0,155.6,148.1,162.0,18.5,20.2,19.7,12.9,49.409,-629.290,559.517,501.681,553.300,529.447,535.986
227,79.700,179.0,154.0,143.0,159.0,19.0,19.0,21.0,15.0,-71.4,155.2,147.3,161.3,18.5,20.0,19.8,13.1,58.073,-513.220,472.050,416.716,465.358,444.702,449.707
228,79.800,178.0,151.0,145.0,159.0,18.0,19.0,19.0,12.0,-35.8,154.6,146.7,160.7,18.4,19.8,19.7,12.9,132.472,-428.675,421.980,371.890,411.538,403.567,402.244
229,79.900,178.0,151.0,145.0,157.0,19.0,19.0,20.0,14.0,-0.2,154.0,146.1,160.0,18.5,19.6,19.9,13.1,242.713,-390.878,430.636,387.930,415.185,423.674,414.356
