block,time_s,raw_az_N,raw_el_N,smooth_az_N,smooth_el_N,raw_az_S,raw_el_S,smooth_az_S,smooth_el_S,raw_az_E,raw_el_E,smooth_az_E,smooth_el_E,raw_az_W,raw_el_W,smooth_az_W,smooth_el_W,x_est_m,y_est_m,z_est_m,rms_err_m,dist_N_m,dist_S_m,dist_E_m,dist_W_m
531,53.1,-82,26,-81.7,26.7,-116,28,-119.3,23,-139,19,-128.3,25.3,-98,25,-95.7,26,322992.955,6256625.411,-20.719,19.722,nan,nan,nan,nan
532,53.2,-83,25,-82,26,-136,14,-128,18.3,-140,16,-134.3,21.3,-111,11,-101,21,322993.393,6256630.193,-18.029,15.376,nan,nan,nan,nan
533,53.3,-84,29,-83,26.7,-133,17,-128.3,19.7,-140,16,-139.7,17,-98,23,-102.3,19.7,322990.218,6256629.483,-16.569,15.192,nan,nan,nan,nan
534,53.4,-76,29,-81,27.7,-129,16,-132.7,15.7,-142,15,-140.7,15.7,154,10,-18.3,14.7,322947.924,6256611.39,1.672,26.661,32.652,31.649,42.581,30.564
535,53.5,-87,23,-82.3,27,-122,23,-128,18.7,-142,15,-141.3,15.3,-98,25,-14,19.3,322946.605,6256610.737,2.142,27.049,33.624,31.214,44.036,29.177
536,53.6,-86,24,-83,25.3,-117,26,-122.7,21.7,-144,17,-142.7,15.7,-117,11,-20.3,15.3,322946.033,6256608.153,2.299,27.306,36.273,28.79,46.14,28.262
537,53.7,-81,26,-84.7,24.3,-108,30,-115.7,26.3,-142,15,-142.7,15.7,-100,25,-105,20.3,322984.659,6256624.322,-14.96,19.385,nan,nan,nan,nan
538,53.8,-87,25,-84.7,25,-134,15,-119.7,23.7,-142,15,-142.7,15.7,-111,11,-109.3,15.7,322989.212,6256628.962,-15.171,17.289,nan,nan,nan,nan
539,53.9,-83,25,-83.7,25.3,-134,15,-125.3,20,-142,15,-142,15,-116,13,-109,16.3,322991.747,6256631.739,-15.82,14.938,nan,nan,nan,nan
540,54,-104,14,-91.3,21.3,-136,14,-134.7,14.7,-144,15,-142.7,15,-116,13,-114.3,12.3,322996.749,6256641.954,-14.596,10.398,nan,nan,nan,nan
541,54.1,-86,21,-91,20,-136,14,-135.3,14.3,-141,13,-142.3,14.3,110,34,-40.7,20,322949.624,6256609.11,0.475,25.246,34.53,29.181,42.779,31.845
542,54.2,-64,13,-84.7,16,-135,14,-135.7,14,-110,14,-131.7,14,153,15,49,20.7,322969.382,6256630.257,1.635,18.68,19.343,53.335,14.12,57.102
543,54.3,-99,22,-83,18.7,84,43,-62.3,23.7,-105,15,-118.7,14,145,14,136,21,322921.15,6256614.942,10.823,20.494,45.478,47.595,65.004,14.769
544,54.4,-104,17,-89,17.3,-137,13,-62.7,23.3,-143,16,-119.3,15,-94,26,68,18.3,322927.586,6256615.42,11.02,18.535,40.623,44.189,59.003,17.713
545,54.5,-102,15,-101.7,18,-138,13,-63.7,23,-142,15,-130,15.3,150,10,67,16.7,322927.775,6256610.937,11.203,17.575,43.739,40.623,60.757,15.865
546,54.6,-102,15,-102.7,15.7,-137,13,-137.3,13,-144,15,-143,15.3,-95,25,-13,20.3,322942.445,6256609.427,3.534,25.257,36.239,31.02,48.198,25.025
547,54.7,-103,16,-102.3,15.3,-137,13,-137.3,13,-142,15,-142.7,15,-96,25,-13.7,20,322942.372,6256609.336,3.42,25.231,36.338,30.943,48.302,24.924
548,54.8,-104,14,-103,15,-137,13,-137,13,-142,15,-142.7,15,-115,10,-102,20,322986.083,6256633.818,-11.895,15.579,nan,nan,nan,nan
549,54.9,-106,13,-104.3,14.3,-139,16,-137.7,14,-142,15,-142,15,-114,14,-108.3,16.3,322995.203,6256642.272,-14.153,12.866,nan,nan,nan,nan
550,55,-102,15,-104,14,-138,16,-138,15,-144,15,-142.7,15,-120,12,-116.3,12,323003.154,6256651.509,-15.674,9.801,nan,nan,nan,nan
551,55.1,-102,15,-103.3,14.3,-138,16,-138.3,16,-144,15,-143.3,15,-118,13,-117.3,13,323001.98,6256651.272,-16.309,10.088,nan,nan,nan,nan
552,55.2,-106,16,-103.3,15.3,-138,16,-138,16,-142,14,-143.3,14.7,-115,14,-117.7,13,323002.364,6256651.584,-16.617,10.14,nan,nan,nan,nan
553,55.3,-107,14,-105,15,-138,16,-138,16,-146,16,-144,15,-115,12,-116,13,323001.857,6256650.847,-16.351,10.517,nan,nan,nan,nan
554,55.4,-106,16,-106.3,15.3,-138,16,-138,16,-144,17,-144,15.7,-116,11,-115.3,12.3,323002.35,6256651.202,-16.367,10.55,nan,nan,nan,nan
555,55.5,-106,16,-106.3,15.3,-140,14,-138.7,15.3,-142,15,-144,16,-114,12,-115,11.7,323002.073,6256651.156,-15.804,10.052,nan,nan,nan,nan
556,55.6,-106,16,-106,16,-138,15,-138.7,15,-142,15,-142.7,15.7,-117,12,-115.7,11.7,323003.756,6256652.496,-16.342,9.605,nan,nan,nan,nan
557,55.7,-102,15,-104.7,15.7,-140,14,-139.3,14.3,-143,16,-142.3,15.3,-118,11,-116.3,11.7,323003.394,6256652.534,-15.906,8.931,nan,nan,nan,nan
558,55.8,-104,14,-104,15,-140,14,-139.3,14.3,-142,15,-142.3,15.3,-120,12,-118.3,11.7,323004.095,6256653.952,-16.096,8.63,nan,nan,nan,nan
559,55.9,-107,14,-104.3,14.3,-140,14,-140,14,-144,15,-143,15.3,-118,12,-118.7,11.7,323003.41,6256654.161,-15.701,8.395,nan,nan,nan,nan
560,56,-106,16,-105.7,14.7,-139,15,-139.7,14.3,-146,16,-144,15.3,-118,12,-118.7,12,323003.642,6256654.682,-16.168,8.858,nan,nan,nan,nan
561,56.1,-107,15,-106.7,15,-138,16,-139,15,-144,17,-144.7,16,-117,12,-117.7,12,323003.588,6256654.097,-16.494,9.488,nan,nan,nan,nan
562,56.2,-102,15,-105,15.3,-138,16,-138.3,15.7,-144,17,-144.7,16.7,-116,14,-117,12.7,323002.67,6256652.244,-16.755,9.941,nan,nan,nan,nan
563,56.3,-106,16,-105,15.3,-138,16,-138,16,-144,17,-144,17,-119,13,-117.3,13,323003.645,6256652.882,-17.391,10.079,nan,nan,nan,nan
564,56.4,-106,16,-104.7,15.7,-138,16,-138,16,-144,17,-144,17,-118,13,-117.7,13.3,323003.649,6256652.992,-17.642,10.068,nan,nan,nan,nan
565,56.5,-102,15,-104.7,15.7,-138,16,-138,16,-146,16,-144.7,16.7,-117,12,-118,12.7,323003.136,6256652.873,-17.16,10.012,nan,nan,nan,nan
566,56.6,-102,15,-103.3,15.3,-138,16,-138,16,-146,16,-145.3,16.3,-118,12,-117.7,12.3,323001.473,6256651.177,-16.277,10.028,nan,nan,nan,nan
567,56.7,-102,15,-102,15,-138,16,-138,16,-146,16,-146,16,-118,12,-117.7,12,323000.078,6256649.873,-15.533,10.013,nan,nan,nan,nan
568,56.8,-102,15,-102,15,-138,16,-138,16,-146,16,-146,16,-117,12,-117.7,12,323000.078,6256649.873,-15.533,10.013,nan,nan,nan,nan
569,56.9,-102,15,-102,15,-138,16,-138,16,-146,16,-146,16,-120,12,-118.3,12,323000.288,6256650.385,-15.653,9.989,nan,nan,nan,nan
570,57,-102,15,-102,15,-138,16,-138,16,-146,16,-146,16,-118,12,-118.3,12,323000.288,6256650.385,-15.653,9.989,nan,nan,nan,nan
571,57.1,-102,15,-102,15,-138,16,-138,16,-146,16,-146,16,-118,11,-118.7,11.7,323000.383,6256650.629,-15.565,9.929,nan,nan,nan,nan
572,57.2,-106,16,-103.3,15.3,-138,16,-138,16,-146,16,-146,16,-118,11,-118,11.3,323000.95,6256651.03,-15.663,9.949,nan,nan,nan,nan
573,57.3,-106,16,-104.7,15.7,-138,16,-138,16,-146,16,-146,16,-120,10,-118.7,10.7,323001.907,6256652.458,-15.847,9.901,nan,nan,nan,nan
574,57.4,-103,16,-105,16,-138,16,-138,16,-146,16,-146,16,-117,10,-118.3,10.3,323001.91,6256652.367,-15.76,9.896,nan,nan,nan,nan
575,57.5,-103,16,-104,16,-138,17,-138,16.3,-146,16,-146,16,-115,12,-117.3,10.7,323000.829,6256650.743,-15.575,10.044,nan,nan,nan,nan
576,57.6,-103,16,-103,16,-138,16,-138,16.3,-143,16,-145,16,-118,11,-116.7,11,323000.836,6256650.023,-15.628,9.969,nan,nan,nan,nan
577,57.7,-102,15,-102.7,15.7,-138,16,-138,16.3,-146,16,-145,16,-118,11,-117,11.3,323000.828,6256650.108,-15.712,9.969,nan,nan,nan,nan
578,57.8,-102,15,-102.3,15.3,-138,16,-138,16,-146,16,-145,16,-120,12,-118.7,11.3,323001.367,6256651.322,-15.806,9.771,nan,nan,nan,nan
579,57.9,-106,13,-103.3,14.3,-138,16,-138,16,-146,16,-146,16,-118,13,-118.7,12,323001.053,6256651.462,-15.815,10.098,nan,nan,nan,nan
580,58,-104,14,-104,14,-139,16,-138.3,16,-146,16,-146,16,-116,12,-118,12.3,323000.926,6256651.345,-15.843,10.127,nan,nan,nan,nan
581,58.1,-106,16,-105.3,14.3,-139,16,-138.7,16,-143,16,-145,16,-118,12,-117.3,12.3,323001.996,6256652.184,-16.269,10.029,nan,nan,nan,nan
582,58.2,-107,14,-105.7,14.7,-138,16,-138.7,16,-143,16,-144,16,-120,13,-118,12.3,323003.52,6256653.649,-16.89,9.835,nan,nan,nan,nan
583,58.3,-107,14,-106.7,14.7,-139,15,-138.7,15.7,-144,17,-143.3,16.3,-119,11,-119,12,323005.721,6256656.055,-17.473,9.495,nan,nan,nan,nan
584,58.4,-107,14,-107,14,-138,16,-138.3,15.7,-144,17,-143.7,16.7,-117,10,-118.7,11.3,323005.612,6256655.727,-16.966,9.635,nan,nan,nan,nan
585,58.5,-109,13,-107.7,13.7,-139,16,-138.7,15.7,-146,16,-144.7,16.7,-118,11,-118,10.7,323004.208,6256654.783,-16.15,9.708,nan,nan,nan,nan
586,58.6,-107,14,-107.7,13.7,-138,16,-138.3,16,-146,16,-145.3,16.3,-118,12,-117.7,11,323003.264,6256653.799,-16.042,10.161,nan,nan,nan,nan
587,58.7,-107,15,-107.7,14,-139,16,-138.7,16,-146,16,-146,16,-120,11,-118.7,11.3,323003.061,6256654.485,-16.291,10.041,nan,nan,nan,nan
588,58.8,-108,16,-107.3,15,-138,16,-138.3,16,-146,16,-146,16,-117,12,-118.3,11.7,323003.062,6256654.06,-16.608,10.148,nan,nan,nan,nan
589,58.9,-108,16,-107.7,15.7,-138,16,-138.3,16,-146,16,-146,16,-120,12,-119,11.7,323003.721,6256655.056,-17.055,10.066,nan,nan,nan,nan
590,59,-106,16,-107.3,16,-138,16,-138,16,-146,16,-146,16,-120,11,-119,11.7,323003.733,6256654.804,-17.094,10.161,nan,nan,nan,nan
591,59.1,-106,16,-106.7,16,-138,16,-138,16,-146,14,-146,15.3,-121,11,-120.3,11.3,323003.596,6256655.265,-16.892,10.114,nan,nan,nan,nan
592,59.2,-107,15,-106.3,15.7,-138,16,-138,16,-146,16,-146,15.3,-121,11,-120.7,11,323003.417,6256655.209,-16.617,10.084,nan,nan,nan,nan
593,59.3,-110,14,-107.7,15,-141,15,-139,15.7,-145,14,-145.7,14.7,-118,11,-120,11,323003.69,6256655.888,-16.396,9.681,nan,nan,nan,nan
594,59.4,-110,14,-109,14.3,-140,16,-139.7,15.7,-146,16,-145.7,15.3,-118,11,-119,11,323003.665,6256656.015,-16.351,9.56,nan,nan,nan,nan
595,59.5,-110,14,-110,14,-138,16,-139.7,15.7,-145,14,-145.3,14.7,-121,11,-119,11,323004.193,6256656.669,-16.367,9.719,nan,nan,nan,nan
596,59.6,-110,14,-110,14,-141,15,-139.7,15.7,-146,15,-145.7,15,-119,11,-119.3,11,323004.248,6256656.96,-16.47,9.676,nan,nan,nan,nan
597,59.7,-110,14,-110,14,-141,15,-140,15.3,-146,16,-145.7,15,-122,11,-120.7,11,323005.11,6256658.635,-16.753,9.285,nan,nan,nan,nan
598,59.8,-109,13,-109.7,13.7,-141,15,-141,15,-146,16,-146,15.7,-118,11,-119.7,11,323003.559,6256657.291,-16.156,8.827,nan,nan,nan,nan
599,59.9,-109,13,-109.3,13.3,-141,15,-141,15,-146,16,-146,16,-122,12,-120.7,11.3,323004.014,6256658.153,-16.498,8.751,nan,nan,nan,nan
600,60,-110,15,-109.3,13.7,-141,15,-141,15,-146,16,-146,16,-122,10,-120.7,11,323004.077,6256658.203,-16.445,8.657,nan,nan,nan,nan
601,60.1,-108,16,-109,14.7,-141,15,-141,15,-151,17,-147.7,16.3,-117,12,-120.3,11.3,323002.485,6256656.899,-16.374,8.795,nan,nan,nan,nan
602,60.2,-108,16,-108.7,15.7,-140,16,-140.7,15.3,-148,18,-148.3,17,-120,11,-119.7,11,323001.748,6256655.733,-16.351,8.966,nan,nan,nan,nan
603,60.3,-109,16,-108.3,16,-140,16,-140.3,15.7,-146,16,-148.3,17,-121,11,-119.3,11.3,323001.534,6256655.101,-16.563,9.249,nan,nan,nan,nan
604,60.4,-106,16,-107.7,16,-140,16,-140,16,-146,16,-146.7,16.7,-120,12,-120.3,11.3,323003.05,6256656.278,-17.161,9.226,nan,nan,nan,nan
605,60.5,-108,16,-107.7,16,-141,15,-140.3,15.7,-145,14,-145.7,15.3,-120,12,-120.3,11.7,323003.393,6256656.594,-17.109,9.069,nan,nan,nan,nan
606,60.6,-109,16,-107.7,16,-141,15,-140.7,15.3,-145,14,-145.3,14.7,-122,13,-120.7,12.3,323003.45,6256656.986,-17.255,8.986,nan,nan,nan,nan
607,60.7,-110,14,-109,15.3,-141,15,-141,15,-146,16,-145.3,14.7,-122,12,-121.3,12.3,323004.538,6256658.831,-17.453,8.815,nan,nan,nan,nan
608,60.8,-112,15,-110.3,15,-140,16,-140.7,15.3,-147,13,-146,14.3,-121,13,-121.7,12.7,323004.861,6256659.621,-17.785,9.359,nan,nan,nan,nan
609,60.9,-106,16,-109.3,15,-143,15,-141.3,15.3,-146,15,-146.3,14.7,-121,12,-121.3,12.3,323003.37,6256658.304,-17.2,8.976,nan,nan,nan,nan
610,61,-110,14,-109.3,15,-142,16,-141.7,15.7,-148,14,-147,14,-124,12,-122,12.3,323002.33,6256658.11,-17.006,9.137,nan,nan,nan,nan
611,61.1,-110,14,-108.7,14.7,-141,15,-142,15.3,-171,10,-155,13,-123,12,-122.7,12,322995.933,6256654.038,-14.674,9.664,nan,nan,nan,nan
612,61.2,-110,14,-110,14,-141,15,-141.3,15.3,-147,13,-155.3,12.3,-121,13,-122.7,12.3,322996.108,6256654.216,-14.642,10.226,nan,nan,nan,nan
613,61.3,-110,14,-110,14,-141,15,-141,15,-148,16,-155.3,13,-123,12,-122.3,12.3,322996.509,6256654.223,-14.659,10.186,nan,nan,nan,nan
614,61.4,-110,14,-110,14,-140,16,-140.7,15.3,-150,15,-148.3,14.7,-121,13,-121.7,12.7,323002.34,6256657.785,-16.808,9.669,nan,nan,nan,nan
615,61.5,-109,13,-109.7,13.7,-142,16,-141,15.7,-134,40,-144,23.7,-121,13,-121.7,12.7,323007.962,6256661.658,-20.225,7.97,nan,nan,nan,nan
616,61.6,-109,13,-109.3,13.3,-141,15,-141,15.7,163,13,-40.3,22.7,-122,13,-121.3,13,322985.267,6256640.753,-11.158,11.828,nan,nan,nan,nan
617,61.7,-112,15,-110,13.7,-140,16,-141,15.7,-148,17,-39.7,23.3,-122,13,-121.7,13,322985.039,6256640.901,-11.172,11.936,nan,nan,nan,nan
618,61.8,-109,14,-110,14,-143,17,-141.3,16,-149,18,-44.7,16,-122,13,-122,13,322984.672,6256641.274,-11.035,12.016,nan,nan,nan,nan
619,61.9,-110,14,-110.3,14.3,-143,17,-142,16.7,-110,26,-135.7,20.3,-123,12,-122.3,12.7,323015.875,6256667.21,-23.02,7.034,nan,nan,nan,nan
620,62,-110,14,-109.7,14,-143,17,-143,17,-151,17,-136.7,20.3,-122,13,-122.3,12.7,323011.784,6256664.62,-21.728,7.299,nan,nan,nan,nan
621,62.1,-110,14,-110,14,-140,16,-142,16.7,-149,17,-136.7,20,-122,13,-122.3,12.7,323014.202,6256666.055,-22.267,7.341,nan,nan,nan,nan
622,62.2,-110,14,-110,14,-140,16,-141,16.3,-148,18,-149.3,17.3,-123,12,-122.3,12.7,323002.013,6256658.216,-17.628,9.673,nan,nan,nan,nan
623,62.3,-110,14,-110,14,-141,15,-140.3,15.7,-151,17,-149.3,17.3,-123,12,-122.7,12.3,323002.842,6256658.768,-17.446,9.65,nan,nan,nan,nan
624,62.4,-110,14,-110,14,-143,16,-141.3,15.7,-148,16,-149,17,-123,12,-123,12,323002.59,6256659.252,-17.291,9.165,nan,nan,nan,nan
625,62.5,-108,15,-109.3,14.3,-142,16,-142,15.7,-150,16,-149.7,16.3,-123,12,-123,12,323001.034,6256658.199,-16.803,8.996,nan,nan,nan,nan
626,62.6,-110,14,-109.3,14.3,-143,17,-142.7,16.3,-149,18,-149,16.7,-123,12,-123,12,323000.89,6256658.309,-17.129,8.903,nan,nan,nan,nan
627,62.7,-110,14,-109.3,14.3,-143,17,-142.7,16.7,-147,20,-148.7,18,-123,13,-123,12.3,323001.405,6256658.694,-17.79,8.901,nan,nan,nan,nan
628,62.8,-110,14,-110,14,-143,17,-143,17,-150,20,-148.7,19.3,-123,13,-123,12.7,323001.689,6256659.306,-18.38,8.884,nan,nan,nan,nan
629,62.9,-68,21,-96,16.3,-143,17,-143,17,-149,20,-148.7,20,-124,13,-123.3,13,322993.679,6256649.398,-15.659,8.91,nan,nan,nan,nan
630,63,-110,14,-96,16.3,-143,17,-143,17,-149,19,-149.3,19.7,-124,13,-123.7,13,322993.301,6256649.342,-15.526,9.042,nan,nan,nan,nan
631,63.1,-110,14,-96,16.3,-142,16,-142.7,16.7,-149,18,-149,19,-124,13,-124,13,322993.471,6256649.475,-15.393,9.158,nan,nan,nan,nan
632,63.2,-110,14,-110,14,-143,17,-142.7,16.7,-151,17,-149.7,18,-125,12,-124.3,12.7,323001.247,6256659.733,-18.007,9.211,nan,nan,nan,nan
633,63.3,-112,15,-110.7,14.3,-143,17,-142.7,16.7,-149,18,-149.7,17.7,-125,12,-124.7,12.3,323001.761,6256660.596,-18.134,9.183,nan,nan,nan,nan
634,63.4,-110,14,-110.7,14.3,-143,17,-143,17,-151,17,-150.3,17.3,-125,12,-125,12,323000.727,6256660.156,-17.787,9.298,nan,nan,nan,nan
635,63.5,-112,15,-111.3,14.7,-143,17,-143,17,-148,18,-149.3,17.7,-125,13,-125,12.3,323002.248,6256661.568,-18.633,9.165,nan,nan,nan,nan
636,63.6,-113,16,-111.7,15,-143,17,-143,17,-149,18,-149.3,17.7,-125,12,-125,12.3,323002.585,6256661.984,-18.859,9.122,nan,nan,nan,nan
637,63.7,-111,17,-112,16,-143,17,-143,17,-151,17,-149.3,17.7,-125,12,-125,12.3,323003.07,6256662.553,-19.313,9,nan,nan,nan,nan
638,63.8,-111,17,-111.7,16.7,-143,17,-143,17,-149,18,-149.7,17.7,-127,12,-125.7,12,323002.702,6256662.614,-19.257,9.003,nan,nan,nan,nan
639,63.9,-111,17,-111,17,-143,17,-143,17,-149,18,-149.7,17.7,-125,13,-125.7,12.3,323002.284,6256662.043,-19.308,9.024,nan,nan,nan,nan
640,64,-111,17,-111,17,-143,17,-143,17,-150,20,-149.3,18.7,-126,13,-126,12.7,323003.004,6256662.85,-19.946,8.936,nan,nan,nan,nan
641,64.1,-113,16,-111.7,16.7,-143,17,-143,17,-152,18,-150.3,18.7,-126,13,-125.7,13,323002.579,6256662.648,-19.886,9.077,nan,nan,nan,nan
642,64.2,-112,15,-112,16,-143,17,-143,17,-151,17,-151,18.3,-126,13,-126,13,323002.019,6256662.558,-19.52,9.324,nan,nan,nan,nan
643,64.3,-113,16,-112.7,15.7,-143,17,-143,17,-151,17,-151.3,17.3,-128,13,-126.7,13,323001.831,6256663.077,-19.319,9.647,nan,nan,nan,nan
644,64.4,-112,15,-112.3,15.3,-143,17,-143,17,-151,17,-151,17,-128,13,-127.3,13,323001.673,6256663.179,-19.165,9.836,nan,nan,nan,nan
645,64.5,-111,17,-112,16,-143,17,-143,17,-149,15,-150.3,16.3,-126,14,-127.3,13.3,323001.854,6256663.138,-19.404,9.869,nan,nan,nan,nan
646,64.6,-113,18,-112,16.7,-143,17,-143,17,-150,15,-150,15.7,-126,14,-126.7,13.7,323001.93,6256662.741,-19.557,9.811,nan,nan,nan,nan
647,64.7,-115,19,-113,18,-143,17,-143,17,-152,15,-150.3,15,-126,14,-126,14,323002.084,6256662.88,-19.987,9.806,nan,nan,nan,nan
648,64.8,-114,18,-114,18.3,-143,17,-143,17,-151,17,-151,15.7,-128,13,-126.7,13.7,323002.747,6256664.393,-20.449,9.75,nan,nan,nan,nan
649,64.9,-117,18,-115.3,18.3,-143,17,-143,17,-153,16,-152,16,-128,13,-127.3,13.3,323003.043,6256665.76,-20.665,9.841,nan,nan,nan,nan
650,65,-117,17,-116,17.7,-143,17,-143,17,-152,15,-152,16,-129,14,-128.3,13.3,323003.626,6256667.211,-20.886,10.08,nan,nan,nan,nan
651,65.1,-116,17,-116.7,17.3,-143,17,-143,17,-153,16,-152.7,15.7,-128,13,-128.3,13.3,323003.207,6256667.161,-20.635,10.241,nan,nan,nan,nan
652,65.2,-116,17,-116.3,17,-143,17,-143,17,-153,16,-152.7,15.7,-126,14,-127.7,13.7,323002.805,6256666.196,-20.446,10.218,nan,nan,nan,nan
653,65.3,-119,17,-117,17,-143,17,-143,17,-153,16,-153,16,-126,14,-126.7,13.7,323002.835,6256665.854,-20.448,10.084,nan,nan,nan,nan
654,65.4,-118,17,-117.7,17,-143,17,-143,17,-153,16,-153,16,-126,14,-126,14,323002.939,6256665.751,-20.608,10.141,nan,nan,nan,nan
655,65.5,-116,17,-117.7,17,-145,17,-143.7,17,-153,16,-153,16,-129,14,-127,14,323003.006,6256666.911,-20.858,9.92,nan,nan,nan,nan
656,65.6,-116,17,-116.7,17,-145,17,-144.3,17,-151,17,-152.3,16.3,-126,14,-127,14,323002.796,6256666.633,-20.841,9.484,nan,nan,nan,nan
657,65.7,-116,17,-116,17,-145,17,-145,17,153,38,-50.3,23.7,-126,14,-127,14,322981.166,6256643.614,-11.645,12.551,nan,nan,nan,nan
658,65.8,-117,17,-116.3,17,-143,17,-144.3,17,-149,15,-49,23.3,-126,16,-126,14.7,322981.59,6256643.185,-11.916,12.718,nan,nan,nan,nan
659,65.9,-116,17,-116.3,17,-145,17,-144.3,17,152,10,52,21,-128,13,-126.7,14.3,322978.687,6256641.842,-11.252,12.76,nan,nan,nan,nan
660,66,-118,18,-117,17.3,-146,18,-144.7,17.3,151,40,51.3,21.7,-127,14,-127,14.3,322978.021,6256641.622,-11.318,12.818,nan,nan,nan,nan
661,66.1,-120,19,-118,18,-148,18,-146.3,17.7,141,44,148,31.3,-126,14,-127,13.7,322980.04,6256648.28,-14.16,10.782,nan,nan,nan,nan
662,66.2,-120,17,-119.3,18,-146,18,-146.7,18,-155,15,45.7,33,-127,14,-126.7,14,322976.032,6256640.627,-11.737,12.248,nan,nan,nan,nan
663,66.3,-120,17,-120,17.7,-147,18,-147,18,-153,16,-55.7,25,-128,15,-127,14.3,322979.83,6256643.975,-11.895,12.63,nan,nan,nan,nan
664,66.4,-121,17,-120.3,17,-147,18,-146.7,18,-154,17,-154,16,-129,14,-128,14.3,323001.297,6256668.898,-21.565,9.579,nan,nan,nan,nan
665,66.5,-119,17,-120,17,-146,19,-146.7,18.3,-154,16,-153.7,16.3,-126,14,-127.7,14.3,323001.199,6256668.348,-21.649,9.628,nan,nan,nan,nan
666,66.6,-120,19,-120,17.7,-146,19,-146.3,18.7,-154,17,-154,16.7,-129,14,-128,14,323001.385,6256668.628,-21.969,9.739,nan,nan,nan,nan
667,66.7,-120,18,-119.7,18,-148,18,-146.7,18.7,168,35,-46.7,22.7,-126,14,-127,14,322979.452,6256643.794,-11.79,12.801,nan,nan,nan,nan
668,66.8,-119,17,-119.7,18,-147,19,-147,18.7,159,36,57.7,29.3,-131,13,-128.7,13.7,322974.093,6256640.412,-11.568,12.532,nan,nan,nan,nan
669,66.9,-119,17,-119.3,17.3,-148,18,-147.7,18.3,156,43,161,38,-129,14,-128.7,13.7,322981.793,6256652.019,-16.3,10.044,nan,nan,nan,nan
670,67,-119,17,-119,17,-148,18,-147.7,18.3,166,50,160.3,43,-130,14,-130,13.7,322981.569,6256652.248,-16.748,10.08,nan,nan,nan,nan
671,67.1,-122,18,-120,17.3,-149,19,-148.3,18.3,-155,18,55.7,37,-127,14,-128.7,14,322973.88,6256640.678,-12.007,11.993,nan,nan,nan,nan
672,67.2,-121,17,-120.7,17.3,-150,20,-149,19,-157,17,-48.7,28.3,-130,14,-129,14,322978.128,6256644.498,-11.719,12.745,nan,nan,nan,nan
673,67.3,-121,17,-121.3,17.3,-149,19,-149.3,19.3,-157,17,-156.3,17.3,-129,15,-128.7,14.3,322997.59,6256667.856,-21.568,9.495,nan,nan,nan,nan
674,67.4,-123,18,-121.7,17.3,-149,19,-149.3,19.3,-158,18,-157.3,17.3,-130,14,-129.7,14.3,322997.346,6256668.631,-21.691,9.629,nan,nan,nan,nan
675,67.5,-123,19,-122.3,18,-150,18,-149.3,18.7,-162,17,-159,17.3,-131,15,-130,14.7,322997.046,6256669.222,-21.793,9.383,nan,nan,nan,nan
676,67.6,-121,17,-122.3,18,-150,18,-149.7,18.3,-157,17,-159,17.3,-129,15,-130,14.7,322996.995,6256669.41,-21.681,9.111,nan,nan,nan,nan
677,67.7,-124,17,-122.7,17.7,-150,18,-150,18,-158,18,-159,17.3,-131,15,-130.3,15,322997.102,6256670.152,-21.798,9.007,nan,nan,nan,nan
678,67.8,-123,19,-122.7,17.7,-150,18,-150,18,-155,18,-156.7,17.7,-132,16,-130.7,15.3,322999.326,6256672.452,-22.988,8.898,nan,nan,nan,nan
679,67.9,-123,19,-123.3,18.3,-150,20,-150,18.7,-157,17,-156.7,17.7,-131,15,-131.3,15.3,322999.743,6256673.681,-23.849,9.222,nan,nan,nan,nan
680,68,-123,19,-123,19,-152,19,-150.7,19,-158,19,-156.7,18,-131,15,-131.3,15.3,322998.953,6256673.082,-23.968,9.091,nan,nan,nan,nan
681,68.1,-123,19,-123,19,-150,19,-150.7,19.3,-157,20,-157.3,18.7,-132,15,-131.3,15,322998.496,6256672.681,-23.912,9.102,nan,nan,nan,nan
682,68.2,-123,18,-123,18.7,-151,20,-151,19.3,-157,20,-157.3,19.7,-133,16,-132,15.3,322998.722,6256673.692,-24.503,9.041,nan,nan,nan,nan
683,68.3,-121,17,-122.3,18,-152,19,-151,19.3,-159,19,-157.7,19.7,-134,15,-133,15.3,322997.92,6256673.288,-24.052,9.414,nan,nan,nan,nan
684,68.4,-122,18,-122,17.7,-152,19,-151.7,19.3,-159,19,-158.3,19.3,-134,14,-133.7,15,322996.327,6256672.343,-23.184,9.541,nan,nan,nan,nan
685,68.5,-127,18,-123.3,17.7,-153,19,-152.3,19,-159,19,-159,19,-134,14,-134,14.3,322996.216,6256673.623,-22.934,9.168,nan,nan,nan,nan
686,68.6,-126,18,-125,18,-153,19,-152.7,19,-159,19,-159,19,-134,15,-134,14.3,322997.127,6256675.701,-23.708,8.935,nan,nan,nan,nan
687,68.7,-124,19,-125.7,18.3,-153,19,-153,19,-159,19,-159,19,-137,15,-135,14.7,322997.494,6256677.533,-24.49,9.073,nan,nan,nan,nan
688,68.8,-127,20,-125.7,19,-153,19,-153,19,-159,19,-159,19,-137,15,-136,15,322997.71,6256678.673,-25.17,9.317,nan,nan,nan,nan
689,68.9,-124,19,-125,19.3,-153,19,-153,19,-159,19,-159,19,-137,15,-137,15,322997.092,6256678.401,-25.066,9.696,nan,nan,nan,nan
