X,Y,Z
-5.302842385426629335e+00,3.374054571613669395e-01,5.317202170150466145e+00
-5.305899976752698421e+00,3.432914298027753830e-01,5.317202170150466145e+00
-5.307319619867485017e+00,3.474821327254176140e-01,5.317202170150466145e+00
-5.306638609908986837e+00,3.516724435612559319e-01,5.317202170150466145e+00
-5.306162205233704299e+00,3.557895375415682793e-01,5.317202170150466145e+00
-5.307831463462207466e+00,3.605657797306776047e-01,5.317202170150466145e+00
-5.306563680060207844e+00,3.622108893468976021e-01,5.317202170150466145e+00
-5.303050297894515097e+00,3.627592232078313828e-01,5.317202170150466145e+00
-5.302052250131964684e+00,3.629076564684510231e-01,5.317202170150466145e+00
-5.303438047470990568e+00,3.632452934980392456e-01,5.317202170150466145e+00
-5.303989679436199367e+00,3.664332907646894455e-01,5.317202170150466145e+00
-5.303726578829810023e+00,3.689104085788130760e-01,5.317202170150466145e+00
-5.303155426983721554e+00,3.746686084195971489e-01,5.317202170150466145e+00
-5.302311839070171118e+00,3.801702773198485374e-01,5.317202170150466145e+00
-5.301132066524587572e+00,3.882861537858843803e-01,5.317202170150466145e+00
-5.297971897409297526e+00,3.982456494122743607e-01,5.317202170150466145e+00
-5.295692695537582040e+00,4.064637571573257446e-01,5.317202170150466145e+00
-5.297321138554252684e+00,4.139137649908661842e-01,5.317202170150466145e+00
-5.295862311962991953e+00,4.201840190216898918e-01,5.317202170150466145e+00
-5.273925308370962739e+00,4.311412498354911804e-01,5.317202170150466145e+00
-5.273309934418648481e+00,4.368479689583182335e-01,5.317202170150466145e+00
-5.273316869512200356e+00,4.413724197074770927e-01,5.317202170150466145e+00
-5.269181609968654811e+00,4.424455836415290833e-01,5.317202170150466145e+00
-5.272870658431202173e+00,4.025349663570523262e-01,5.317202170150466145e+00
-5.269222586764954031e+00,4.022102411836385727e-01,5.317202170150466145e+00
-5.270649058627896011e+00,4.027167120948433876e-01,5.217202166950471565e+00
-5.270634645712561905e+00,4.028752679005265236e-01,5.217202166950471565e+00
-5.271629842929542065e+00,4.065970815718173981e-01,5.017202160550468193e+00
-5.270457598322536796e+00,4.059809641912579536e-01,4.917202157350473612e+00
-5.272410665871575475e+00,4.072366794571280479e-01,4.817202154150464821e+00
-5.271674044081009924e+00,4.086668379604816437e-01,4.617202147750468555e+00
-5.266834296518936753e+00,4.088490819558501244e-01,4.517202144550466869e+00
-5.266111772391013801e+00,4.104193923994898796e-01,4.317202138150470603e+00
-5.264064894872717559e+00,4.138235095888376236e-01,4.217202134950468917e+00
-5.259910155727993697e+00,4.246447794139385223e-01,4.017202128550472651e+00
-5.251060829730704427e+00,4.307348011061549187e-01,3.917202125350463859e+00
-5.245151046547107399e+00,4.040167210623621941e-01,3.717202118950474699e+00
-5.237047530943527818e+00,4.018237199634313583e-01,3.617202115750465907e+00
-5.229298671823926270e+00,4.007176514714956284e-01,3.517202112550471327e+00
-5.224779717333149165e+00,4.006178127601742744e-01,3.317202106150467955e+00
-5.220025443530175835e+00,4.033156363293528557e-01,3.217202102950473375e+00
-5.215877159556839615e+00,4.051569709554314613e-01,3.017202096550470003e+00
-5.211842235061340034e+00,4.023000439628958702e-01,2.917202093350468317e+00
-5.210156317800283432e+00,4.025538032874464989e-01,2.817202090150466631e+00
-5.213042238843627274e+00,3.862270265817642212e-01,2.717202086950472051e+00
-5.208406915538944304e+00,3.786785630509257317e-01,2.717202086950472051e+00
-5.200028236315120012e+00,3.549641286954283714e-01,2.717202086950472051e+00
-5.197108155814930797e+00,3.430026816204190254e-01,2.717202086950472051e+00
-5.196054466650821269e+00,3.327950956299901009e-01,2.717202086950472051e+00
-5.195850419346243143e+00,3.224591920152306557e-01,2.717202086950472051e+00
-5.192776620446238667e+00,3.118367800489068031e-01,2.717202086950472051e+00
-5.186980736325494945e+00,3.003369299694895744e-01,2.717202086950472051e+00
-5.178794803388882428e+00,2.897483697161078453e-01,2.717202086950472051e+00
-5.170156468404456973e+00,2.790310485288500786e-01,2.717202086950472051e+00
